claim_id,policy_id,product_type,loss_date,peril,status,reserve,paid,report_date,close_date,severity_band
CL-0000704,P-003038,auto,2024-10-27,collision,closed,0.0,1030.06,2024-10-27,2024-11-02,low
CL-0000705,P-003046,homeowners,2025-05-15,hail,closed,0.0,3072.42,2025-05-15,2025-06-10,medium
CL-0000706,P-003048,auto,2024-04-23,collision,closed,0.0,2662.06,2024-04-23,2024-04-30,low
CL-0000707,P-003050,homeowners,2024-03-08,hail,closed,0.0,2674.12,2024-03-08,2024-03-24,medium
CL-0000708,P-003054,homeowners,2025-04-11,hail,denied,0.0,0.0,2025-04-11,2025-05-13,high
CL-0000709,P-003056,auto,2024-12-03,theft,open,2409.73,4515.54,2024-12-03,,medium
CL-0000710,P-003058,auto,2025-04-06,collision,closed,0.0,544.41,2025-04-06,2025-04-15,low
CL-0000711,P-003058,auto,2025-10-06,collision,closed,0.0,2866.88,2025-10-06,2025-10-19,low
CL-0000712,P-003068,renters,2025-02-27,theft,denied,0.0,0.0,2025-02-27,2025-03-10,low
CL-0000713,P-003075,auto,2025-11-28,comprehensive,denied,0.0,0.0,2025-11-28,2025-12-16,low
CL-0000714,P-003075,auto,2025-09-20,collision,closed,0.0,1494.44,2025-09-20,2025-09-25,low
CL-0000715,P-003082,homeowners,2024-12-16,fire,closed,0.0,17301.34,2024-12-16,2025-01-04,low
CL-0000716,P-003085,auto,2025-09-26,theft,open,201.24,738.75,2025-09-26,,high
CL-0000717,P-003091,auto,2025-11-17,comprehensive,closed,0.0,6938.65,2025-11-17,2025-11-23,high
CL-0000718,P-003092,auto,2024-10-28,collision,closed,0.0,1353.46,2024-10-28,2024-11-03,low
CL-0000719,P-003096,auto,2024-10-19,collision,open,605.28,1900.51,2024-10-19,,low
CL-0000720,P-003096,auto,2025-07-11,collision,closed,0.0,1830.78,2025-07-11,2025-07-21,low
CL-0000721,P-003096,auto,2024-08-12,collision,closed,0.0,5240.31,2024-08-12,2024-08-22,high
CL-0000722,P-003097,auto,2025-01-20,theft,denied,0.0,0.0,2025-01-20,2025-02-03,medium
CL-0000723,P-003106,auto,2025-10-21,comprehensive,closed,0.0,1615.11,2025-10-21,2025-11-01,medium
CL-0000724,P-003116,auto,2024-01-28,comprehensive,open,1181.28,1663.67,2024-01-28,,medium
CL-0000725,P-003130,auto,2025-03-23,comprehensive,denied,0.0,0.0,2025-03-23,2025-04-07,low
CL-0000726,P-003135,commercial_property,2025-06-28,fire,closed,0.0,11585.95,2025-06-28,2025-07-05,medium
CL-0000727,P-003136,auto,2024-09-27,collision,closed,0.0,3711.43,2024-09-27,2024-10-01,low
CL-0000728,P-003141,commercial_property,2025-12-02,theft,closed,0.0,678.4,2025-12-02,2025-12-25,medium
CL-0000729,P-003144,auto,2025-05-09,comprehensive,closed,0.0,346.18,2025-05-09,2025-05-24,high
CL-0000730,P-003144,auto,2025-01-21,collision,closed,0.0,1284.45,2025-01-21,2025-01-31,low
CL-0000731,P-003144,auto,2025-01-13,collision,denied,0.0,0.0,2025-01-13,2025-01-31,high
CL-0000732,P-003146,auto,2025-11-12,comprehensive,open,800.7,2686.22,2025-11-12,,low
CL-0000733,P-003150,homeowners,2024-05-19,theft,closed,0.0,1202.52,2024-05-19,2024-05-31,low
CL-0000734,P-003150,homeowners,2024-07-05,hail,closed,0.0,2519.54,2024-07-05,2024-08-18,low
CL-0000735,P-003154,auto,2025-03-28,comprehensive,closed,0.0,2277.39,2025-03-28,2025-05-09,low
CL-0000736,P-003163,auto,2024-08-10,comprehensive,closed,0.0,1533.57,2024-08-10,2024-08-25,high
CL-0000737,P-003164,auto,2024-11-06,collision,closed,0.0,942.88,2024-11-06,2024-11-10,medium
CL-0000738,P-003166,homeowners,2024-01-22,hail,closed,0.0,4582.14,2024-01-22,2024-01-27,low
CL-0000739,P-003169,homeowners,2024-04-03,water_damage,open,1649.0,5417.32,2024-04-03,,low
CL-0000740,P-003169,homeowners,2024-08-18,water_damage,closed,0.0,5897.31,2024-08-18,2024-08-23,medium
CL-0000741,P-003178,auto,2025-02-27,collision,denied,0.0,0.0,2025-02-27,2025-03-15,high
CL-0000742,P-003181,homeowners,2025-08-06,theft,closed,0.0,1255.41,2025-08-06,2025-08-25,high
CL-0000743,P-003184,auto,2025-07-20,collision,closed,0.0,4123.65,2025-07-20,2025-07-24,high
CL-0000744,P-003186,auto,2025-06-03,collision,closed,0.0,2135.03,2025-06-03,2025-07-12,medium
CL-0000745,P-003203,homeowners,2025-04-03,hail,closed,0.0,3401.09,2025-04-03,2025-04-30,high
CL-0000746,P-003203,homeowners,2024-01-01,theft,denied,0.0,0.0,2024-01-01,2024-01-28,medium
CL-0000747,P-003216,auto,2024-09-27,collision,closed,0.0,1010.79,2024-09-27,2024-10-13,low
CL-0000748,P-003223,auto,2024-07-14,collision,closed,0.0,3051.68,2024-07-14,2024-07-31,low
CL-0000749,P-003229,homeowners,2025-03-16,hail,closed,0.0,4605.05,2025-03-16,2025-04-02,low
CL-0000750,P-003233,auto,2024-09-05,collision,open,1708.25,2214.18,2024-09-05,,low
CL-0000751,P-003233,auto,2025-02-28,theft,closed,0.0,2733.72,2025-02-28,2025-03-05,low
CL-0000752,P-003237,homeowners,2024-02-06,theft,closed,0.0,1312.89,2024-02-06,2024-02-16,low
CL-0000753,P-003238,auto,2025-08-08,collision,open,925.92,1506.77,2025-08-08,,medium
CL-0000754,P-003238,auto,2025-02-01,comprehensive,closed,0.0,1560.78,2025-02-01,2025-02-09,high
CL-0000755,P-003243,homeowners,2024-07-02,hail,open,3154.02,7496.96,2024-07-02,,high
CL-0000756,P-003253,auto,2025-10-02,collision,closed,0.0,1147.27,2025-10-02,2025-10-14,low
CL-0000757,P-003254,homeowners,2024-07-16,hail,closed,0.0,1587.54,2024-07-16,2024-07-28,low
CL-0000758,P-003259,auto,2025-01-21,collision,closed,0.0,1350.11,2025-01-21,2025-02-08,low
CL-0000759,P-003260,homeowners,2024-03-27,water_damage,closed,0.0,1780.76,2024-03-27,2024-04-01,low
CL-0000760,P-003263,homeowners,2024-07-25,water_damage,closed,0.0,5095.72,2024-07-25,2024-08-07,medium
CL-0000761,P-003266,auto,2024-11-13,comprehensive,closed,0.0,1642.34,2024-11-13,2024-12-03,low
CL-0000762,P-003271,auto,2025-11-22,collision,closed,0.0,2081.86,2025-11-22,2025-12-11,medium
CL-0000763,P-003271,auto,2025-04-03,collision,closed,0.0,935.35,2025-04-03,2025-04-13,high
CL-0000764,P-003271,auto,2025-01-24,collision,open,394.79,528.64,2025-01-24,,low
CL-0000765,P-003277,homeowners,2024-10-05,water_damage,open,658.6,1520.88,2024-10-05,,medium
CL-0000766,P-003284,auto,2024-11-07,collision,closed,0.0,1156.05,2024-11-07,2024-11-15,low
CL-0000767,P-003286,auto,2025-05-20,collision,open,719.71,1654.33,2025-05-20,,medium
CL-0000768,P-003291,auto,2024-06-20,theft,closed,0.0,1145.29,2024-06-20,2024-07-18,low
CL-0000769,P-003294,auto,2025-04-13,comprehensive,closed,0.0,3809.21,2025-04-13,2025-05-09,low
CL-0000770,P-003296,auto,2025-04-01,collision,closed,0.0,2018.63,2025-04-01,2025-04-06,medium
CL-0000771,P-003299,homeowners,2025-12-17,hail,closed,0.0,2620.6,2025-12-17,2025-12-25,medium
CL-0000772,P-003300,auto,2024-02-19,collision,closed,0.0,295.36,2024-02-19,2024-03-13,low
CL-0000773,P-003307,auto,2025-09-25,collision,closed,0.0,1347.81,2025-09-25,2025-10-03,medium
CL-0000774,P-003319,homeowners,2024-10-24,hail,closed,0.0,3540.77,2024-10-24,2024-11-25,medium
CL-0000775,P-003328,auto,2025-01-01,collision,closed,0.0,915.97,2025-01-01,2025-01-20,high
CL-0000776,P-003331,auto,2025-07-05,collision,closed,0.0,1042.44,2025-07-05,2025-07-12,low
CL-0000777,P-003345,auto,2024-11-19,collision,closed,0.0,4185.62,2024-11-19,2024-12-14,high
CL-0000778,P-003350,auto,2024-10-01,collision,closed,0.0,6340.65,2024-10-01,2024-10-06,high
CL-0000779,P-003355,auto,2025-06-01,collision,open,2457.78,3295.28,2025-06-01,,medium
CL-0000780,P-003362,homeowners,2024-01-21,hail,denied,0.0,0.0,2024-01-21,2024-01-27,low
CL-0000781,P-003366,auto,2024-07-18,collision,open,858.2,2973.15,2024-07-18,,medium
CL-0000782,P-003368,commercial_property,2025-03-18,water_damage,closed,0.0,2309.8,2025-03-18,2025-04-04,medium
CL-0000783,P-003371,auto,2025-01-18,collision,closed,0.0,6810.64,2025-01-18,2025-01-28,low
CL-0000784,P-003372,auto,2024-07-28,collision,closed,0.0,1220.48,2024-07-28,2024-08-06,high
CL-0000785,P-003375,commercial_property,2024-09-27,theft,closed,0.0,785.16,2024-09-27,2024-10-14,low
CL-0000786,P-003376,auto,2025-01-12,collision,closed,0.0,1087.84,2025-01-12,2025-01-21,high
CL-0000787,P-003380,auto,2025-03-28,collision,open,385.98,919.97,2025-03-28,,medium
CL-0000788,P-003380,auto,2026-08-28,collision,closed,0.0,2201.68,2026-08-28,2026-09-12,low
CL-0000789,P-003381,auto,2025-12-10,comprehensive,open,625.97,756.54,2025-12-10,,medium
CL-0000790,P-003384,homeowners,2024-07-17,theft,closed,0.0,1671.28,2024-07-17,2024-08-08,low
CL-0000791,P-003385,auto,2025-02-01,collision,closed,0.0,819.58,2025-02-01,2025-03-21,low
CL-0000792,P-003389,homeowners,2025-05-28,hail,open,4069.93,7550.2,2025-05-28,,medium
CL-0000793,P-003400,homeowners,2025-01-27,hail,closed,0.0,2795.16,2025-01-27,2025-02-04,high
CL-0000794,P-003401,auto,2025-05-10,collision,closed,0.0,4470.47,2025-05-10,2025-06-02,low
CL-0000795,P-003402,auto,2024-10-28,collision,closed,0.0,1007.66,2024-10-28,2024-11-01,low
CL-0000796,P-003403,homeowners,2025-01-22,theft,open,1951.86,4464.25,2025-01-22,,high
CL-0000797,P-003406,auto,2025-08-25,collision,open,387.78,995.36,2025-08-25,,low
CL-0000798,P-003406,auto,2024-07-17,collision,closed,0.0,1236.38,2024-07-17,2024-08-20,high
CL-0000799,P-003414,homeowners,2024-08-28,water_damage,open,999.65,1770.34,2024-08-28,,high
CL-0000800,P-003428,auto,2025-09-11,collision,closed,0.0,8141.76,2025-09-11,2025-09-26,low
CL-0000801,P-003428,auto,2024-11-15,collision,open,521.19,1044.27,2024-11-15,,medium
CL-0000802,P-003434,auto,2024-11-28,collision,closed,0.0,2652.64,2024-11-28,2024-12-16,low
CL-0000803,P-003443,homeowners,2025-03-22,hail,open,2758.28,4052.89,2025-03-22,,medium
CL-0000804,P-003444,auto,2024-10-25,collision,closed,0.0,2429.33,2024-10-25,2024-10-30,low
CL-0000805,P-003445,auto,2024-10-18,collision,open,1590.95,2906.9,2024-10-18,,medium
CL-0000806,P-003449,auto,2024-04-11,comprehensive,closed,0.0,1122.75,2024-04-11,2024-04-29,low
CL-0000807,P-003450,homeowners,2025-05-25,water_damage,closed,0.0,2764.64,2025-05-25,2025-06-02,low
CL-0000808,P-003450,homeowners,2025-06-04,fire,denied,0.0,0.0,2025-06-04,2025-06-24,medium
CL-0000809,P-003461,auto,2024-01-20,theft,closed,0.0,3726.25,2024-01-20,2024-02-11,high
CL-0000810,P-003464,auto,2025-02-08,collision,open,947.07,3308.38,2025-02-08,,medium
CL-0000811,P-003465,auto,2025-05-24,comprehensive,closed,0.0,1521.64,2025-05-24,2025-06-11,low
CL-0000812,P-003471,auto,2024-09-02,collision,closed,0.0,256.72,2024-09-02,2024-09-29,medium
CL-0000813,P-003473,auto,2024-12-26,collision,closed,0.0,940.08,2024-12-26,2025-01-04,medium
CL-0000814,P-003476,auto,2024-12-13,collision,closed,0.0,1183.36,2024-12-13,2024-12-15,low
CL-0000815,P-003477,homeowners,2025-02-22,water_damage,closed,0.0,2421.56,2025-02-22,2025-03-06,low
CL-0000816,P-003479,homeowners,2025-03-28,hail,denied,0.0,0.0,2025-03-28,2025-04-15,medium
CL-0000817,P-003504,auto,2024-01-11,collision,closed,0.0,738.0,2024-01-11,2024-01-25,low
CL-0000818,P-003505,auto,2024-05-28,collision,closed,0.0,3218.63,2024-05-28,2024-06-21,high
CL-0000819,P-003508,auto,2024-12-11,collision,closed,0.0,1318.4,2024-12-11,2024-12-25,medium
CL-0000820,P-003512,renters,2026-02-05,water_damage,closed,0.0,1629.3,2026-02-05,2026-02-20,low
CL-0000821,P-003516,auto,2025-11-17,collision,closed,0.0,2551.66,2025-11-17,2025-11-25,medium
CL-0000822,P-003517,renters,2025-09-28,theft,open,401.62,567.42,2025-09-28,,medium
CL-0000823,P-003520,homeowners,2024-08-15,hail,closed,0.0,2017.31,2024-08-15,2024-08-28,medium
CL-0000824,P-003526,auto,2024-09-12,collision,closed,0.0,994.62,2024-09-12,2024-10-05,low
CL-0000825,P-003529,auto,2024-10-26,collision,closed,0.0,2413.2,2024-10-26,2024-11-08,medium
CL-0000826,P-003532,auto,2025-07-21,theft,open,2661.1,7750.03,2025-07-21,,medium
CL-0000827,P-003533,auto,2025-07-01,comprehensive,closed,0.0,2307.57,2025-07-01,2025-07-19,low
CL-0000828,P-003534,auto,2025-06-17,comprehensive,closed,0.0,3884.43,2025-06-17,2025-06-22,high
CL-0000829,P-003543,homeowners,2024-01-25,water_damage,closed,0.0,2745.05,2024-01-25,2024-02-27,medium
CL-0000830,P-003548,auto,2024-08-14,collision,closed,0.0,2821.8,2024-08-14,2024-09-02,low
CL-0000831,P-003563,auto,2025-11-17,collision,open,1818.39,2608.0,2025-11-17,,high
CL-0000832,P-003569,commercial_property,2024-03-21,theft,closed,0.0,3040.33,2024-03-21,2024-04-02,medium
CL-0000833,P-003578,homeowners,2024-10-19,water_damage,open,3743.3,4773.89,2024-10-19,,high
CL-0000834,P-003578,homeowners,2024-01-15,hail,closed,0.0,3676.56,2024-01-15,2024-02-11,low
CL-0000835,P-003582,auto,2024-01-03,comprehensive,closed,0.0,2325.55,2024-01-03,2024-01-05,low
CL-0000836,P-003583,auto,2025-04-01,collision,closed,0.0,1390.46,2025-04-01,2025-04-12,medium
CL-0000837,P-003588,auto,2025-02-09,collision,closed,0.0,799.03,2025-02-09,2025-03-05,medium
CL-0000838,P-003592,auto,2026-06-18,collision,open,3254.27,5612.05,2026-06-18,,medium
CL-0000839,P-003596,auto,2024-02-15,collision,closed,0.0,1467.23,2024-02-15,2024-02-26,low
CL-0000840,P-003596,auto,2025-10-21,collision,closed,0.0,1017.24,2025-10-21,2025-11-07,low
CL-0000841,P-003598,auto,2025-02-27,collision,closed,0.0,2504.05,2025-02-27,2025-03-09,high
CL-0000842,P-003606,homeowners,2024-09-10,fire,closed,0.0,3291.53,2024-09-10,2024-09-19,low
CL-0000843,P-003609,homeowners,2024-07-28,hail,closed,0.0,5089.83,2024-07-28,2024-08-12,low
CL-0000844,P-003615,homeowners,2025-02-25,water_damage,closed,0.0,7033.8,2025-02-25,2025-03-12,low
CL-0000845,P-003617,homeowners,2025-09-27,fire,closed,0.0,9113.88,2025-09-27,2025-10-05,low
CL-0000846,P-003622,auto,2024-03-28,collision,closed,0.0,4684.06,2024-03-28,2024-04-11,low
CL-0000847,P-003631,auto,2025-12-16,collision,closed,0.0,3063.12,2025-12-16,2026-01-01,low
CL-0000848,P-003656,homeowners,2025-06-22,hail,closed,0.0,3230.28,2025-06-22,2025-06-30,medium
CL-0000849,P-003658,auto,2025-06-21,collision,open,861.38,1388.62,2025-06-21,,low
CL-0000850,P-003660,auto,2025-10-14,collision,closed,0.0,2805.38,2025-10-14,2025-10-16,medium
CL-0000851,P-003660,auto,2024-06-12,collision,open,2238.02,4076.69,2024-06-12,,medium
CL-0000852,P-003660,auto,2024-02-15,collision,closed,0.0,839.06,2024-02-15,2024-03-24,low
CL-0000853,P-003665,auto,2024-10-05,collision,closed,0.0,6394.41,2024-10-05,2024-10-19,medium
CL-0000854,P-003677,auto,2025-07-16,theft,closed,0.0,707.2,2025-07-16,2025-08-13,medium
CL-0000855,P-003677,auto,2024-03-14,comprehensive,closed,0.0,630.56,2024-03-14,2024-04-11,low
CL-0000856,P-003679,auto,2025-02-11,comprehensive,closed,0.0,1465.26,2025-02-11,2025-02-26,low
CL-0000857,P-003679,auto,2025-07-25,collision,open,779.43,2367.18,2025-07-25,,high
CL-0000858,P-003681,auto,2025-05-04,collision,closed,0.0,2726.26,2025-05-04,2025-05-13,medium
CL-0000859,P-003683,commercial_property,2025-02-22,fire,closed,0.0,1696.26,2025-02-22,2025-02-28,low
CL-0000860,P-003684,homeowners,2024-07-08,theft,open,253.03,701.03,2024-07-08,,low
CL-0000861,P-003697,renters,2024-03-25,theft,closed,0.0,659.68,2024-03-25,2024-04-02,low
CL-0000862,P-003702,homeowners,2024-03-19,hail,closed,0.0,2191.44,2024-03-19,2024-04-09,low
CL-0000863,P-003710,homeowners,2025-11-28,water_damage,closed,0.0,2936.15,2025-11-28,2025-12-14,high
CL-0000864,P-003716,homeowners,2026-10-12,theft,closed,0.0,2780.37,2026-10-12,2026-10-15,low
CL-0000865,P-003718,auto,2025-11-08,collision,closed,0.0,2321.01,2025-11-08,2025-11-20,low
CL-0000866,P-003718,auto,2025-08-15,comprehensive,closed,0.0,737.33,2025-08-15,2025-09-13,low
CL-0000867,P-003718,auto,2025-08-14,theft,closed,0.0,239.85,2025-08-14,2025-08-19,high
CL-0000868,P-003720,auto,2024-07-28,collision,closed,0.0,1515.93,2024-07-28,2024-08-07,high
CL-0000869,P-003720,auto,2024-02-28,comprehensive,closed,0.0,3587.83,2024-02-28,2024-03-26,low
CL-0000870,P-003720,auto,2024-07-03,collision,open,2629.26,7396.17,2024-07-03,,low
CL-0000871,P-003723,auto,2024-07-13,comprehensive,closed,0.0,7629.49,2024-07-13,2024-07-26,low
CL-0000872,P-003724,homeowners,2025-08-13,water_damage,closed,0.0,1601.04,2025-08-13,2025-08-18,high
CL-0000873,P-003728,renters,2025-05-20,water_damage,open,2697.03,2995.65,2025-05-20,,high
CL-0000874,P-003730,renters,2025-04-10,water_damage,closed,0.0,7004.26,2025-04-10,2025-04-19,low
CL-0000875,P-003731,auto,2024-11-21,collision,open,5178.85,8268.78,2024-11-21,,medium
CL-0000876,P-003731,auto,2024-05-28,comprehensive,closed,0.0,2653.08,2024-05-28,2024-06-17,medium
CL-0000877,P-003732,homeowners,2024-12-27,theft,open,286.37,478.27,2024-12-27,,low
CL-0000878,P-003740,auto,2025-04-28,comprehensive,closed,0.0,3151.4,2025-04-28,2025-05-25,low
CL-0000879,P-003742,auto,2024-01-14,collision,open,686.6,1436.5,2024-01-14,,medium
CL-0000880,P-003742,auto,2025-06-02,theft,closed,0.0,275.45,2025-06-02,2025-07-10,high
CL-0000881,P-003747,homeowners,2024-11-22,water_damage,closed,0.0,2775.59,2024-11-22,2024-11-30,medium
CL-0000882,P-003753,homeowners,2025-12-17,hail,denied,0.0,0.0,2025-12-17,2025-12-24,low
CL-0000883,P-003754,auto,2026-12-04,collision,closed,0.0,4496.36,2026-12-04,2026-12-19,high
CL-0000884,P-003777,renters,2025-07-21,fire,closed,0.0,3096.7,2025-07-21,2025-07-28,low
CL-0000885,P-003778,auto,2025-12-09,collision,closed,0.0,9194.57,2025-12-09,2026-01-07,high
CL-0000886,P-003780,auto,2025-04-03,collision,closed,0.0,2159.84,2025-04-03,2025-04-19,high
CL-0000887,P-003784,homeowners,2025-04-03,theft,closed,0.0,829.04,2025-04-03,2025-04-29,low
CL-0000888,P-003790,auto,2025-11-21,comprehensive,closed,0.0,729.74,2025-11-21,2025-12-09,medium
CL-0000889,P-003792,auto,2024-10-03,comprehensive,open,359.7,741.23,2024-10-03,,medium
CL-0000890,P-003804,auto,2026-06-15,collision,closed,0.0,14878.15,2026-06-15,2026-06-24,medium
CL-0000891,P-003804,auto,2025-12-13,comprehensive,open,608.95,1134.65,2025-12-13,,low
CL-0000892,P-003808,auto,2024-03-16,comprehensive,closed,0.0,2472.8,2024-03-16,2024-04-09,medium
CL-0000893,P-003809,auto,2024-12-16,collision,closed,0.0,636.96,2024-12-16,2025-01-01,medium
CL-0000894,P-003817,auto,2025-10-28,collision,closed,0.0,6730.77,2025-10-28,2025-11-22,high
CL-0000895,P-003820,homeowners,2025-07-22,hail,open,508.73,1326.01,2025-07-22,,high
CL-0000896,P-003820,homeowners,2025-07-06,hail,open,1106.41,2104.8,2025-07-06,,low
CL-0000897,P-003820,homeowners,2024-02-18,theft,open,152.38,538.38,2024-02-18,,low
CL-0000898,P-003821,homeowners,2024-12-09,water_damage,closed,0.0,1109.68,2024-12-09,2024-12-15,low
CL-0000899,P-003822,auto,2024-11-28,collision,open,1699.62,4353.23,2024-11-28,,medium
CL-0000900,P-003826,auto,2025-05-24,collision,open,176.83,505.6,2025-05-24,,low
CL-0000901,P-003830,auto,2025-03-08,collision,denied,0.0,0.0,2025-03-08,2025-03-17,high
CL-0000902,P-003830,auto,2024-11-28,collision,closed,0.0,1050.87,2024-11-28,2024-12-22,medium
CL-0000903,P-003830,auto,2024-10-21,collision,closed,0.0,2620.16,2024-10-21,2024-11-04,low
CL-0000904,P-003831,auto,2025-02-21,collision,closed,0.0,1868.67,2025-02-21,2025-02-25,low
CL-0000905,P-003837,auto,2024-07-22,collision,closed,0.0,1060.83,2024-07-22,2024-08-10,high
CL-0000906,P-003844,auto,2025-02-25,collision,closed,0.0,1801.86,2025-02-25,2025-03-14,medium
CL-0000907,P-003847,auto,2024-05-11,comprehensive,open,10005.23,12458.45,2024-05-11,,high
CL-0000908,P-003849,homeowners,2025-05-07,hail,closed,0.0,5394.03,2025-05-07,2025-05-24,high
CL-0000909,P-003854,homeowners,2024-10-25,water_damage,open,1123.71,1402.3,2024-10-25,,medium
CL-0000910,P-003862,auto,2024-01-18,collision,closed,0.0,2246.2,2024-01-18,2024-02-08,low
CL-0000911,P-003862,auto,2024-01-21,collision,closed,0.0,2712.23,2024-01-21,2024-02-12,low
CL-0000912,P-003864,auto,2024-09-28,comprehensive,denied,0.0,0.0,2024-09-28,2024-10-27,low
CL-0000913,P-003867,renters,2024-11-28,theft,closed,0.0,501.84,2024-11-28,2024-12-04,medium
CL-0000914,P-003873,homeowners,2024-05-13,hail,closed,0.0,2695.02,2024-05-13,2024-05-23,low
CL-0000915,P-003877,auto,2025-12-27,comprehensive,closed,0.0,4225.66,2025-12-27,2026-01-22,medium
CL-0000916,P-003878,auto,2024-04-23,comprehensive,closed,0.0,4163.09,2024-04-23,2024-05-06,low
CL-0000917,P-003880,auto,2024-03-20,comprehensive,open,394.7,866.48,2024-03-20,,medium
CL-0000918,P-003888,homeowners,2025-07-24,water_damage,closed,0.0,779.72,2025-07-24,2025-08-03,medium
CL-0000919,P-003888,homeowners,2025-10-09,hail,closed,0.0,2752.24,2025-10-09,2025-11-03,low
CL-0000920,P-003895,auto,2025-05-12,collision,closed,0.0,2524.91,2025-05-12,2025-06-06,medium
CL-0000921,P-003904,auto,2025-05-25,collision,closed,0.0,2219.73,2025-05-25,2025-06-18,low
CL-0000922,P-003904,auto,2026-08-22,collision,closed,0.0,1940.52,2026-08-22,2026-08-29,medium
CL-0000923,P-003909,auto,2024-05-28,collision,closed,0.0,2872.38,2024-05-28,2024-06-24,low
CL-0000924,P-003913,auto,2025-09-01,collision,closed,0.0,10000.88,2025-09-01,2025-09-16,high
CL-0000925,P-003914,auto,2025-08-17,comprehensive,denied,0.0,0.0,2025-08-17,2025-08-31,low
CL-0000926,P-003926,homeowners,2025-11-06,water_damage,open,374.77,1112.36,2025-11-06,,medium
CL-0000927,P-003938,homeowners,2024-02-17,hail,closed,0.0,2551.41,2024-02-17,2024-02-25,high
CL-0000928,P-003948,auto,2025-06-19,comprehensive,closed,0.0,4014.63,2025-06-19,2025-06-30,medium
CL-0000929,P-003949,homeowners,2024-03-27,water_damage,open,1352.26,2173.25,2024-03-27,,low
CL-0000930,P-003964,auto,2025-08-09,collision,closed,0.0,2566.77,2025-08-09,2025-08-21,high
CL-0000931,P-003964,auto,2025-08-03,comprehensive,closed,0.0,2212.03,2025-08-03,2025-08-17,low
CL-0000932,P-003964,auto,2025-11-26,comprehensive,closed,0.0,3971.36,2025-11-26,2025-12-06,medium
CL-0000933,P-003967,auto,2024-10-13,collision,open,1463.94,2186.27,2024-10-13,,medium
CL-0000934,P-003984,auto,2025-03-26,comprehensive,closed,0.0,486.94,2025-03-26,2025-04-20,low
CL-0000935,P-003986,auto,2024-08-04,collision,closed,0.0,14982.12,2024-08-04,2024-09-01,low
CL-0000936,P-003989,auto,2025-09-27,collision,closed,0.0,1372.18,2025-09-27,2025-10-22,low
CL-0000937,P-003990,homeowners,2025-02-11,theft,closed,0.0,4097.17,2025-02-11,2025-02-15,medium
CL-0000938,P-003992,auto,2025-06-19,comprehensive,closed,0.0,23509.58,2025-06-19,2025-06-27,low
CL-0000939,P-003997,auto,2025-06-08,comprehensive,closed,0.0,1837.06,2025-06-08,2025-06-15,medium
CL-0000940,P-003997,auto,2025-12-20,collision,closed,0.0,522.53,2025-12-20,2026-01-10,medium
CL-0000941,P-003998,homeowners,2024-07-03,fire,closed,0.0,2284.29,2024-07-03,2024-07-22,high
CL-0000942,P-004003,homeowners,2024-01-24,fire,closed,0.0,1785.72,2024-01-24,2024-02-09,medium
CL-0000943,P-004007,auto,2026-02-11,theft,closed,0.0,1195.81,2026-02-11,2026-02-13,medium
CL-0000944,P-004021,auto,2025-06-24,collision,closed,0.0,3294.58,2025-06-24,2025-07-15,high
CL-0000945,P-004042,auto,2025-09-07,collision,closed,0.0,4149.09,2025-09-07,2025-09-10,medium
CL-0000946,P-004046,auto,2024-12-20,collision,closed,0.0,3586.3,2024-12-20,2025-01-03,low
CL-0000947,P-004047,homeowners,2024-05-01,theft,closed,0.0,3318.83,2024-05-01,2024-05-05,low
CL-0000948,P-004047,homeowners,2024-08-06,theft,open,2322.98,2946.54,2024-08-06,,medium
CL-0000949,P-004048,auto,2024-01-06,comprehensive,closed,0.0,1526.77,2024-01-06,2024-02-04,low
CL-0000950,P-004048,auto,2024-04-28,collision,closed,0.0,1660.25,2024-04-28,2024-05-09,low
CL-0000951,P-004055,auto,2025-10-08,collision,closed,0.0,6035.09,2025-10-08,2025-10-13,low
CL-0000952,P-004055,auto,2024-02-09,collision,closed,0.0,3605.36,2024-02-09,2024-02-15,low
CL-0000953,P-004056,auto,2025-10-17,collision,closed,0.0,6903.49,2025-10-17,2025-10-30,medium
CL-0000954,P-004056,auto,2024-04-28,theft,open,734.09,995.03,2024-04-28,,high
CL-0000955,P-004066,commercial_property,2024-04-25,fire,open,3166.59,7485.78,2024-04-25,,low
CL-0000956,P-004067,auto,2024-10-22,collision,closed,0.0,1713.93,2024-10-22,2024-11-07,low
CL-0000957,P-004073,homeowners,2025-12-02,fire,open,523.3,1410.95,2025-12-02,,low
CL-0000958,P-004079,commercial_property,2026-08-05,theft,closed,0.0,1046.14,2026-08-05,2026-08-27,medium
CL-0000959,P-004088,auto,2025-10-06,collision,closed,0.0,2031.54,2025-10-06,2025-10-17,medium
CL-0000960,P-004104,homeowners,2024-08-24,theft,closed,0.0,3154.34,2024-08-24,2024-09-21,low
CL-0000961,P-004104,homeowners,2025-08-10,hail,closed,0.0,2200.72,2025-08-10,2025-08-21,high
CL-0000962,P-004105,auto,2025-09-23,collision,closed,0.0,425.54,2025-09-23,2025-10-05,low
CL-0000963,P-004115,commercial_property,2025-02-13,theft,closed,0.0,1693.34,2025-02-13,2025-02-23,medium
CL-0000964,P-004118,renters,2025-04-08,water_damage,closed,0.0,1835.09,2025-04-08,2025-04-22,medium
CL-0000965,P-004120,auto,2025-02-14,collision,closed,0.0,4675.96,2025-02-14,2025-03-21,medium
CL-0000966,P-004121,homeowners,2025-11-11,hail,closed,0.0,6429.11,2025-11-11,2025-11-26,low
