event_id,claim_id,county_code,county_name,city,postal_code,temperature_c,precip_mm,wind_mps,hail_size_cm
EV-0000687,CL-0000687,BZB,Bucuresti,Sector 1,795928,-1.6,2.0,0.0,0.43
EV-0000688,CL-0000688,BZB,Bucuresti,Sector 1,795928,18.8,2.2,4.4,0.09
EV-0000689,CL-0000689,AB,Alba,Aiud,524818,29.9,9.1,6.5,0.0
EV-0000690,CL-0000690,AB,Alba,Aiud,524818,11.9,11.6,5.5,0.0
EV-0000691,CL-0000691,BZB,Bucuresti,Sector 2,142276,31.2,3.7,2.1,1.12
EV-0000692,CL-0000692,SB,Sibiu,Medias,320119,4.1,7.6,0.3,0.0
EV-0000693,CL-0000693,SV,Suceava,Suceava,489382,13.4,4.6,2.4,1.73
EV-0000694,CL-0000694,OT,Olt,Caracal,395099,-8.5,3.8,3.5,0.0
EV-0000695,CL-0000695,OT,Olt,Caracal,395099,15.0,13.1,1.8,0.0
EV-0000696,CL-0000696,AG,Arges,Pitesti,493737,12.7,1.5,1.2,0.0
EV-0000697,CL-0000697,AG,Arges,Curtea de Arges,185805,22.7,24.0,0.4,1.53
EV-0000698,CL-0000698,SV,Suceava,Radauti,902340,7.0,11.9,7.2,0.04
EV-0000699,CL-0000699,OT,Olt,Slatina,974254,17.0,11.1,6.9,0.29
EV-0000700,CL-0000700,CT,Constanta,Mangalia,412720,29.0,5.9,6.1,0.0
EV-0000701,CL-0000701,PH,Prahova,Ploiesti,517701,20.3,9.5,0.2,0.18
EV-0000702,CL-0000702,TR,Teleorman,Turnu Magurele,200312,20.6,9.7,2.9,0.31
EV-0000703,CL-0000703,VS,Vaslui,Barlad,193525,4.7,4.8,2.5,0.33
EV-0000704,CL-0000704,CS,Caras-Severin,Caransebes,915004,13.4,2.3,7.1,0.0
EV-0000705,CL-0000705,TM,Timis,Timisoara,122300,24.0,20.1,1.4,1.29
EV-0000706,CL-0000706,BZB,Bucuresti,Sector 5,296769,10.5,6.3,0.0,0.25
EV-0000707,CL-0000707,CT,Constanta,Medgidia,382010,5.8,9.9,4.1,0.45
EV-0000708,CL-0000708,TM,Timis,Sannicolau Mare,721954,8.0,37.6,1.0,1.76
EV-0000709,CL-0000709,MS,Mures,Targu Mures,264612,-2.3,6.7,3.1,0.0
EV-0000710,CL-0000710,BC,Bacau,Onesti,298117,17.7,4.7,1.4,0.24
EV-0000711,CL-0000711,BC,Bacau,Onesti,298117,15.3,12.1,2.9,0.0
EV-0000712,CL-0000712,MH,Mehedinti,Drobeta-Turnu Severin,606180,7.3,4.6,1.8,0.0
EV-0000713,CL-0000713,BC,Bacau,Bacau,490347,-5.2,8.8,1.3,0.0
EV-0000714,CL-0000714,BC,Bacau,Bacau,490347,15.3,1.6,0.7,0.0
EV-0000715,CL-0000715,AB,Alba,Aiud,824135,-4.0,4.5,4.8,0.22
EV-0000716,CL-0000716,MS,Mures,Sighisoara,903093,2.9,8.5,0.0,0.0
EV-0000717,CL-0000717,TM,Timis,Sannicolau Mare,885667,-1.6,10.1,3.0,0.08
EV-0000718,CL-0000718,BC,Bacau,Onesti,726329,5.3,3.0,4.6,0.13
EV-0000719,CL-0000719,VS,Vaslui,Barlad,519761,15.8,3.5,6.6,0.0
EV-0000720,CL-0000720,VS,Vaslui,Barlad,519761,17.3,11.4,3.3,0.0
EV-0000721,CL-0000721,VS,Vaslui,Barlad,519761,13.8,5.9,6.3,0.09
EV-0000722,CL-0000722,IL,Ialomita,Slobozia,821915,-5.5,6.8,4.4,0.03
EV-0000723,CL-0000723,HR,Harghita,Odorheiu Secuiesc,227823,7.1,1.3,2.7,0.46
EV-0000724,CL-0000724,IL,Ialomita,Fetesti,308917,-10.5,2.6,1.8,0.18
EV-0000725,CL-0000725,PH,Prahova,Campina,852287,7.7,5.5,4.9,0.37
EV-0000726,CL-0000726,IS,Iasi,Pascani,863014,28.4,1.9,1.4,0.0
EV-0000727,CL-0000727,CJ,Cluj,Dej,548259,9.1,2.4,4.9,0.51
EV-0000728,CL-0000728,AR,Arad,Ineu,312820,1.5,2.3,1.5,0.0
EV-0000729,CL-0000729,VL,Valcea,Ramnicu Valcea,513971,27.2,6.2,3.5,0.21
EV-0000730,CL-0000730,VL,Valcea,Ramnicu Valcea,513971,7.6,6.3,1.0,0.0
EV-0000731,CL-0000731,VL,Valcea,Ramnicu Valcea,513971,-7.9,4.7,5.3,0.31
EV-0000732,CL-0000732,VS,Vaslui,Husi,970195,0.6,4.1,1.6,0.07
EV-0000733,CL-0000733,CJ,Cluj,Turda,855169,19.2,4.6,0.1,0.36
EV-0000734,CL-0000734,CJ,Cluj,Turda,855169,12.1,9.5,4.1,1.98
EV-0000735,CL-0000735,BH,Bihor,Salonta,786543,14.0,1.8,5.9,0.0
EV-0000736,CL-0000736,TR,Teleorman,Alexandria,885890,15.1,1.3,1.1,0.0
EV-0000737,CL-0000737,BC,Bacau,Moinesti,822689,-2.3,5.5,3.1,0.0
EV-0000738,CL-0000738,VS,Vaslui,Husi,265344,-6.4,12.8,10.6,1.49
EV-0000739,CL-0000739,CJ,Cluj,Dej,918370,25.7,0.7,3.3,0.0
EV-0000740,CL-0000740,CJ,Cluj,Dej,918370,21.5,35.7,4.7,0.19
EV-0000741,CL-0000741,MH,Mehedinti,Drobeta-Turnu Severin,415260,7.7,4.8,0.4,0.0
EV-0000742,CL-0000742,IF,Ilfov,Otopeni,126194,19.4,9.7,0.7,0.08
EV-0000743,CL-0000743,CL,Calarasi,Oltenita,829668,18.5,1.3,3.3,0.0
EV-0000744,CL-0000744,TM,Timis,Sannicolau Mare,544042,26.7,15.5,1.2,0.0
EV-0000745,CL-0000745,MS,Mures,Sighisoara,284138,16.4,5.0,0.0,0.91
EV-0000746,CL-0000746,MS,Mures,Sighisoara,284138,-8.0,14.9,4.3,0.0
EV-0000747,CL-0000747,BT,Botosani,Dorohoi,410148,14.8,7.5,0.6,0.0
EV-0000748,CL-0000748,DJ,Dolj,Bailesti,190094,7.8,4.3,1.1,0.46
EV-0000749,CL-0000749,CT,Constanta,Medgidia,681157,10.5,7.5,4.4,1.21
EV-0000750,CL-0000750,DB,Dambovita,Targoviste,531713,8.7,7.6,2.7,0.03
EV-0000751,CL-0000751,DB,Dambovita,Targoviste,531713,5.9,3.5,2.2,0.0
EV-0000752,CL-0000752,BV,Brasov,Sacele,719643,9.8,6.1,1.9,0.12
EV-0000753,CL-0000753,BH,Bihor,Alesd,629526,16.0,9.7,4.0,0.74
EV-0000754,CL-0000754,BH,Bihor,Alesd,629526,-2.9,4.2,0.1,0.0
EV-0000755,CL-0000755,GR,Giurgiu,Giurgiu,993902,32.8,11.8,6.0,0.95
EV-0000756,CL-0000756,CS,Caras-Severin,Resita,930161,-1.9,6.7,0.4,0.34
EV-0000757,CL-0000757,BZB,Bucuresti,Sector 2,283474,20.9,10.2,6.4,1.35
EV-0000758,CL-0000758,IS,Iasi,Pascani,416745,-6.9,1.6,0.1,0.0
EV-0000759,CL-0000759,BZB,Bucuresti,Sector 2,743223,22.8,16.6,3.0,0.32
EV-0000760,CL-0000760,DJ,Dolj,Craiova,161649,17.0,15.1,3.0,0.21
EV-0000761,CL-0000761,MS,Mures,Reghin,724728,7.5,10.3,5.6,0.48
EV-0000762,CL-0000762,IF,Ilfov,Chitila,991463,-0.0,11.8,3.6,0.0
EV-0000763,CL-0000763,IF,Ilfov,Chitila,991463,12.0,6.4,3.2,0.05
EV-0000764,CL-0000764,IF,Ilfov,Chitila,991463,-0.3,4.8,4.0,0.27
EV-0000765,CL-0000765,BT,Botosani,Dorohoi,594934,-5.6,7.2,2.9,0.0
EV-0000766,CL-0000766,GL,Galati,Tecuci,740605,1.9,5.2,6.2,0.0
EV-0000767,CL-0000767,OT,Olt,Slatina,620051,24.1,5.4,3.5,0.25
EV-0000768,CL-0000768,AR,Arad,Lipova,279908,17.6,2.4,0.0,0.01
EV-0000769,CL-0000769,AR,Arad,Lipova,822109,18.5,11.4,4.9,0.52
EV-0000770,CL-0000770,CL,Calarasi,Oltenita,686984,2.3,16.5,2.2,0.11
EV-0000771,CL-0000771,BT,Botosani,Botosani,453587,-3.4,5.2,3.0,1.06
EV-0000772,CL-0000772,BH,Bihor,Oradea,478210,9.5,9.8,5.9,0.02
EV-0000773,CL-0000773,SM,Satu Mare,Satu Mare,476090,-0.0,4.2,2.8,0.0
EV-0000774,CL-0000774,CT,Constanta,Medgidia,792403,-4.9,5.0,7.6,1.98
EV-0000775,CL-0000775,AR,Arad,Lipova,616933,-0.6,3.4,4.1,0.0
EV-0000776,CL-0000776,CV,Covasna,Sfantu Gheorghe,608543,19.7,1.8,5.2,0.0
EV-0000777,CL-0000777,NT,Neamt,Piatra Neamt,243072,7.4,3.2,2.9,0.0
EV-0000778,CL-0000778,BV,Brasov,Sacele,597056,-13.1,7.3,6.5,0.25
EV-0000779,CL-0000779,HR,Harghita,Odorheiu Secuiesc,448388,16.7,14.2,0.0,0.0
EV-0000780,CL-0000780,BR,Braila,Braila,988627,4.8,10.2,1.1,1.11
EV-0000781,CL-0000781,IS,Iasi,Pascani,324388,8.3,15.6,3.4,0.0
EV-0000782,CL-0000782,SM,Satu Mare,Satu Mare,455177,6.4,5.7,2.8,0.11
EV-0000783,CL-0000783,SB,Sibiu,Medias,688648,-11.2,13.3,0.0,0.39
EV-0000784,CL-0000784,BZB,Bucuresti,Sector 6,983745,24.4,12.4,0.7,0.0
EV-0000785,CL-0000785,VS,Vaslui,Husi,296517,6.3,6.6,8.1,0.08
EV-0000786,CL-0000786,BH,Bihor,Oradea,177022,4.8,15.3,6.9,0.15
EV-0000787,CL-0000787,BZB,Bucuresti,Sector 6,410990,8.4,6.2,2.8,0.15
EV-0000788,CL-0000788,BZB,Bucuresti,Sector 6,410990,24.4,1.3,4.0,0.0
EV-0000789,CL-0000789,BZB,Bucuresti,Sector 1,566798,-10.5,2.1,7.3,0.0
EV-0000790,CL-0000790,BC,Bacau,Onesti,772606,17.8,4.0,4.3,0.0
EV-0000791,CL-0000791,VS,Vaslui,Vaslui,517735,6.3,6.7,5.9,0.0
EV-0000792,CL-0000792,CJ,Cluj,Cluj-Napoca,549441,16.7,14.8,3.6,1.26
EV-0000793,CL-0000793,BZB,Bucuresti,Sector 1,560928,-2.0,15.8,2.8,1.32
EV-0000794,CL-0000794,TR,Teleorman,Alexandria,595543,8.2,9.8,3.7,0.0
EV-0000795,CL-0000795,IL,Ialomita,Fetesti,194481,-0.9,11.2,5.2,0.0
EV-0000796,CL-0000796,BH,Bihor,Salonta,470862,-7.6,7.1,0.1,0.0
EV-0000797,CL-0000797,MM,Maramures,Baia Mare,764330,24.3,8.1,0.5,0.07
EV-0000798,CL-0000798,MM,Maramures,Baia Mare,764330,22.1,1.7,0.2,0.22
EV-0000799,CL-0000799,CL,Calarasi,Oltenita,741992,24.9,3.1,1.9,0.07
EV-0000800,CL-0000800,TL,Tulcea,Babadag,182154,6.8,1.2,6.2,0.0
EV-0000801,CL-0000801,TL,Tulcea,Babadag,182154,-1.6,2.9,6.3,0.0
EV-0000802,CL-0000802,TM,Timis,Lugoj,558654,-5.3,6.7,7.2,0.0
EV-0000803,CL-0000803,BZ,Buzau,Ramnicul Sarat,655509,21.1,4.6,6.4,0.91
EV-0000804,CL-0000804,SV,Suceava,Falticeni,419849,10.1,8.4,2.6,0.42
EV-0000805,CL-0000805,SB,Sibiu,Medias,277968,-2.9,23.0,2.2,0.27
EV-0000806,CL-0000806,MS,Mures,Reghin,320809,20.4,6.3,5.5,0.23
EV-0000807,CL-0000807,CT,Constanta,Constanta,579234,25.5,28.3,4.0,0.08
EV-0000808,CL-0000808,CT,Constanta,Constanta,579234,23.3,8.9,7.2,0.0
EV-0000809,CL-0000809,HD,Hunedoara,Deva,722518,-4.5,7.8,5.0,0.01
EV-0000810,CL-0000810,GL,Galati,Tecuci,579705,5.4,5.0,3.9,0.13
EV-0000811,CL-0000811,BZB,Bucuresti,Sector 1,547631,22.2,2.8,2.6,0.0
EV-0000812,CL-0000812,SB,Sibiu,Sibiu,613139,2.8,3.1,7.4,0.09
EV-0000813,CL-0000813,AG,Arges,Curtea de Arges,332588,8.6,8.9,3.1,0.06
EV-0000814,CL-0000814,TM,Timis,Lugoj,810234,-5.5,10.8,6.4,0.16
EV-0000815,CL-0000815,OT,Olt,Slatina,620051,-0.9,12.8,1.4,0.0
EV-0000816,CL-0000816,DJ,Dolj,Bailesti,347701,9.0,8.8,2.7,1.81
EV-0000817,CL-0000817,MS,Mures,Sighisoara,415356,6.0,1.1,2.2,0.02
EV-0000818,CL-0000818,IS,Iasi,Iasi,715992,16.8,13.6,1.3,0.0
EV-0000819,CL-0000819,NT,Neamt,Piatra Neamt,866017,-3.8,4.6,0.0,0.11
EV-0000820,CL-0000820,PH,Prahova,Sinaia,772056,5.7,11.3,1.4,0.0
EV-0000821,CL-0000821,AG,Arges,Pitesti,847554,-1.6,10.4,4.6,0.26
EV-0000822,CL-0000822,MM,Maramures,Baia Mare,273447,12.9,10.2,6.8,0.0
EV-0000823,CL-0000823,IF,Ilfov,Otopeni,345739,14.8,23.4,7.3,1.5
EV-0000824,CL-0000824,BZ,Buzau,Ramnicul Sarat,450141,14.6,1.8,1.6,0.12
EV-0000825,CL-0000825,GR,Giurgiu,Giurgiu,177215,5.0,3.9,7.2,0.21
EV-0000826,CL-0000826,SM,Satu Mare,Carei,875997,11.7,13.4,2.0,0.0
EV-0000827,CL-0000827,GL,Galati,Galati,697913,18.0,5.7,7.1,0.0
EV-0000828,CL-0000828,CT,Constanta,Medgidia,952372,14.9,4.6,2.2,0.0
EV-0000829,CL-0000829,CJ,Cluj,Turda,910999,2.5,5.5,3.0,0.02
EV-0000830,CL-0000830,DJ,Dolj,Craiova,565464,5.3,3.9,0.0,0.0
EV-0000831,CL-0000831,PH,Prahova,Campina,835517,0.2,12.1,4.9,0.0
EV-0000832,CL-0000832,BZ,Buzau,Buzau,741317,16.0,0.9,3.1,0.12
EV-0000833,CL-0000833,SV,Suceava,Suceava,434709,8.2,41.6,0.7,0.0
EV-0000834,CL-0000834,SV,Suceava,Suceava,434709,4.3,13.1,4.0,1.01
EV-0000835,CL-0000835,TR,Teleorman,Alexandria,308099,9.3,20.4,3.6,0.07
EV-0000836,CL-0000836,BR,Braila,Braila,842712,20.3,8.7,4.5,0.35
EV-0000837,CL-0000837,BC,Bacau,Onesti,800834,1.2,4.4,5.1,0.45
EV-0000838,CL-0000838,CJ,Cluj,Cluj-Napoca,218113,21.7,5.3,5.6,0.2
EV-0000839,CL-0000839,VL,Valcea,Dragasani,468299,4.4,2.4,2.2,0.23
EV-0000840,CL-0000840,VL,Valcea,Dragasani,468299,7.4,2.2,5.1,0.22
EV-0000841,CL-0000841,BV,Brasov,Brasov,904575,6.8,13.2,5.8,0.2
EV-0000842,CL-0000842,PH,Prahova,Campina,497356,5.2,1.8,1.2,0.0
EV-0000843,CL-0000843,PH,Prahova,Sinaia,469404,17.8,20.1,0.4,1.74
EV-0000844,CL-0000844,DB,Dambovita,Gaesti,250474,15.2,5.6,2.7,0.35
EV-0000845,CL-0000845,IF,Ilfov,Otopeni,388149,12.3,12.7,3.3,0.03
EV-0000846,CL-0000846,VS,Vaslui,Vaslui,537534,22.9,14.8,5.3,0.2
EV-0000847,CL-0000847,VN,Vrancea,Focsani,405202,-8.8,6.0,4.0,0.1
EV-0000848,CL-0000848,DJ,Dolj,Craiova,822338,27.1,30.7,5.6,0.87
EV-0000849,CL-0000849,CT,Constanta,Medgidia,423042,22.2,9.4,5.2,0.28
EV-0000850,CL-0000850,GL,Galati,Tecuci,228425,1.3,11.7,0.5,0.25
EV-0000851,CL-0000851,GL,Galati,Tecuci,228425,28.4,6.4,3.9,0.0
EV-0000852,CL-0000852,GL,Galati,Tecuci,228425,15.3,2.3,5.7,0.33
EV-0000853,CL-0000853,AG,Arges,Pitesti,363698,-2.4,2.7,4.9,0.0
EV-0000854,CL-0000854,MM,Maramures,Baia Mare,360850,21.3,4.0,3.9,0.0
EV-0000855,CL-0000855,MM,Maramures,Baia Mare,360850,2.8,7.8,4.0,0.0
EV-0000856,CL-0000856,IF,Ilfov,Voluntari,608405,7.6,4.5,2.4,0.0
EV-0000857,CL-0000857,IF,Ilfov,Voluntari,608405,19.4,6.6,2.8,0.26
EV-0000858,CL-0000858,VN,Vrancea,Focsani,983674,14.5,7.1,2.8,0.23
EV-0000859,CL-0000859,HD,Hunedoara,Hunedoara,982529,7.9,5.4,4.3,0.31
EV-0000860,CL-0000860,BT,Botosani,Dorohoi,626526,14.9,7.7,4.5,0.0
EV-0000861,CL-0000861,BZB,Bucuresti,Sector 1,672221,13.0,7.7,5.7,0.23
EV-0000862,CL-0000862,DJ,Dolj,Craiova,539227,9.2,11.3,5.4,0.91
EV-0000863,CL-0000863,SB,Sibiu,Sibiu,653348,3.5,21.4,6.0,0.67
EV-0000864,CL-0000864,BT,Botosani,Dorohoi,901483,8.3,5.8,4.2,0.38
EV-0000865,CL-0000865,SJ,Salaj,Zalau,974232,-15.6,3.3,0.0,0.0
EV-0000866,CL-0000866,SJ,Salaj,Zalau,974232,11.4,9.2,3.5,0.0
EV-0000867,CL-0000867,SJ,Salaj,Zalau,974232,11.6,1.9,2.5,0.0
EV-0000868,CL-0000868,GR,Giurgiu,Giurgiu,722848,25.8,4.0,5.3,0.0
EV-0000869,CL-0000869,GR,Giurgiu,Giurgiu,722848,10.3,1.9,3.5,0.53
EV-0000870,CL-0000870,GR,Giurgiu,Giurgiu,722848,23.1,2.5,2.4,0.26
EV-0000871,CL-0000871,IF,Ilfov,Chitila,256106,19.3,4.4,4.6,0.0
EV-0000872,CL-0000872,DB,Dambovita,Targoviste,871526,1.1,12.8,2.2,0.0
EV-0000873,CL-0000873,BC,Bacau,Onesti,756577,33.9,13.5,3.5,0.0
EV-0000874,CL-0000874,SM,Satu Mare,Carei,233396,25.2,6.7,5.5,0.0
EV-0000875,CL-0000875,BH,Bihor,Oradea,715440,-8.4,8.5,2.9,0.16
EV-0000876,CL-0000876,BH,Bihor,Oradea,715440,5.9,21.9,4.6,0.0
EV-0000877,CL-0000877,CT,Constanta,Constanta,850539,0.5,3.0,4.7,0.0
EV-0000878,CL-0000878,AR,Arad,Lipova,822790,14.9,1.2,1.2,0.0
EV-0000879,CL-0000879,BZB,Bucuresti,Sector 2,491107,-1.3,4.3,3.6,0.11
EV-0000880,CL-0000880,BZB,Bucuresti,Sector 2,491107,19.1,13.0,3.2,0.0
EV-0000881,CL-0000881,SB,Sibiu,Sibiu,842875,3.9,24.7,2.9,0.0
EV-0000882,CL-0000882,SV,Suceava,Falticeni,787569,-18.6,1.9,0.8,1.9
EV-0000883,CL-0000883,MM,Maramures,Sighetu Marmatiei,782217,-16.2,2.2,5.0,0.04
EV-0000884,CL-0000884,TM,Timis,Timisoara,688571,24.7,4.4,4.1,0.21
EV-0000885,CL-0000885,IS,Iasi,Iasi,955181,-7.3,13.0,0.9,0.35
EV-0000886,CL-0000886,CT,Constanta,Medgidia,989473,7.9,27.8,3.3,0.18
EV-0000887,CL-0000887,GL,Galati,Galati,982672,14.0,6.9,5.3,0.23
EV-0000888,CL-0000888,DJ,Dolj,Craiova,558096,3.7,8.3,2.9,0.69
EV-0000889,CL-0000889,SB,Sibiu,Sibiu,250137,4.0,10.6,0.2,0.0
EV-0000890,CL-0000890,TM,Timis,Lugoj,113900,14.2,14.4,3.6,0.03
EV-0000891,CL-0000891,TM,Timis,Lugoj,113900,-8.8,8.5,2.7,0.0
EV-0000892,CL-0000892,BV,Brasov,Fagaras,459671,7.4,8.0,5.1,0.0
EV-0000893,CL-0000893,AR,Arad,Lipova,325099,-13.4,4.0,4.3,0.0
EV-0000894,CL-0000894,CJ,Cluj,Dej,548259,1.3,5.7,1.7,0.25
EV-0000895,CL-0000895,SB,Sibiu,Medias,186889,25.9,19.0,3.9,1.22
EV-0000896,CL-0000896,SB,Sibiu,Medias,186889,19.0,18.2,3.6,1.3
EV-0000897,CL-0000897,SB,Sibiu,Medias,186889,-3.6,8.6,4.5,0.53
EV-0000898,CL-0000898,PH,Prahova,Ploiesti,258481,-5.1,10.2,2.5,0.0
EV-0000899,CL-0000899,IS,Iasi,Iasi,342158,-17.7,9.0,1.9,0.18
EV-0000900,CL-0000900,AB,Alba,Aiud,271315,29.5,3.6,7.9,0.0
EV-0000901,CL-0000901,CL,Calarasi,Calarasi,465414,18.6,7.1,0.7,0.26
EV-0000902,CL-0000902,CL,Calarasi,Calarasi,465414,5.7,7.8,2.6,0.26
EV-0000903,CL-0000903,CL,Calarasi,Calarasi,465414,1.9,3.9,6.9,0.13
EV-0000904,CL-0000904,BZB,Bucuresti,Sector 6,832514,-6.9,2.2,1.7,0.27
EV-0000905,CL-0000905,BZB,Bucuresti,Sector 5,260807,22.7,4.0,0.2,0.08
EV-0000906,CL-0000906,BR,Braila,Braila,949105,9.4,7.9,3.6,0.0
EV-0000907,CL-0000907,CJ,Cluj,Dej,971964,14.7,8.9,3.5,0.29
EV-0000908,CL-0000908,DJ,Dolj,Craiova,497020,16.7,15.0,5.0,0.84
EV-0000909,CL-0000909,PH,Prahova,Campina,695968,3.0,5.9,1.3,0.1
EV-0000910,CL-0000910,IF,Ilfov,Chitila,105116,4.1,10.3,1.5,0.0
EV-0000911,CL-0000911,IF,Ilfov,Chitila,105116,6.7,17.2,5.0,0.37
EV-0000912,CL-0000912,IS,Iasi,Pascani,912876,13.1,6.0,3.5,0.0
EV-0000913,CL-0000913,CJ,Cluj,Dej,548259,-7.3,3.6,5.1,0.0
EV-0000914,CL-0000914,HD,Hunedoara,Deva,680762,31.3,14.4,8.3,1.34
EV-0000915,CL-0000915,SJ,Salaj,Zalau,699232,-1.0,4.9,2.1,0.0
EV-0000916,CL-0000916,IF,Ilfov,Voluntari,216095,12.0,3.6,6.0,0.0
EV-0000917,CL-0000917,BV,Brasov,Fagaras,400755,10.2,13.3,3.7,0.17
EV-0000918,CL-0000918,AB,Alba,Alba Iulia,644236,12.8,0.6,0.9,0.45
EV-0000919,CL-0000919,AB,Alba,Alba Iulia,644236,11.5,8.7,6.8,0.98
EV-0000920,CL-0000920,BV,Brasov,Fagaras,575481,38.4,4.0,1.8,0.0
EV-0000921,CL-0000921,CJ,Cluj,Dej,910372,29.6,2.0,1.6,0.53
EV-0000922,CL-0000922,CJ,Cluj,Dej,910372,21.9,6.8,2.0,0.12
EV-0000923,CL-0000923,CV,Covasna,Targu Secuiesc,634816,16.1,13.0,4.8,0.09
EV-0000924,CL-0000924,GR,Giurgiu,Giurgiu,187873,7.4,12.3,0.2,0.0
EV-0000925,CL-0000925,CJ,Cluj,Cluj-Napoca,583276,36.0,3.5,2.0,0.45
EV-0000926,CL-0000926,BN,Bistrita-Nasaud,Bistrita,183425,-0.2,16.8,4.9,0.31
EV-0000927,CL-0000927,IS,Iasi,Iasi,644909,-0.7,30.4,6.5,1.79
EV-0000928,CL-0000928,BN,Bistrita-Nasaud,Nasaud,383648,20.6,5.8,3.5,0.0
EV-0000929,CL-0000929,SM,Satu Mare,Carei,151264,12.9,10.2,2.8,0.01
EV-0000930,CL-0000930,CL,Calarasi,Oltenita,829668,25.8,16.9,4.0,0.0
EV-0000931,CL-0000931,CL,Calarasi,Oltenita,829668,22.8,4.3,3.1,0.1
EV-0000932,CL-0000932,CL,Calarasi,Oltenita,829668,-5.3,3.2,0.8,0.0
EV-0000933,CL-0000933,BC,Bacau,Bacau,988839,8.2,3.0,7.5,0.14
EV-0000934,CL-0000934,SB,Sibiu,Sibiu,791011,20.8,10.5,7.7,0.0
EV-0000935,CL-0000935,DB,Dambovita,Targoviste,163515,12.6,3.5,3.4,0.1
EV-0000936,CL-0000936,GL,Galati,Tecuci,229124,-6.8,12.3,5.5,0.11
EV-0000937,CL-0000937,AB,Alba,Alba Iulia,998050,5.2,4.4,3.0,0.17
EV-0000938,CL-0000938,BZB,Bucuresti,Sector 3,317753,33.1,0.4,2.0,0.0
EV-0000939,CL-0000939,SB,Sibiu,Medias,233588,14.9,9.5,2.5,0.0
EV-0000940,CL-0000940,SB,Sibiu,Medias,233588,-5.8,0.5,3.7,0.21
EV-0000941,CL-0000941,BZ,Buzau,Ramnicul Sarat,482298,25.0,0.3,4.2,0.17
EV-0000942,CL-0000942,MM,Maramures,Sighetu Marmatiei,163283,0.8,9.4,7.7,0.14
EV-0000943,CL-0000943,CT,Constanta,Constanta,637426,7.1,5.3,8.6,0.0
EV-0000944,CL-0000944,BZB,Bucuresti,Sector 6,594191,7.3,4.6,5.9,0.1
EV-0000945,CL-0000945,MH,Mehedinti,Drobeta-Turnu Severin,915369,12.6,21.4,3.6,0.02
EV-0000946,CL-0000946,CS,Caras-Severin,Caransebes,834509,-8.2,7.4,4.7,0.12
EV-0000947,CL-0000947,GL,Galati,Tecuci,722480,22.2,7.8,3.2,0.0
EV-0000948,CL-0000948,GL,Galati,Tecuci,722480,14.6,2.5,2.8,0.26
EV-0000949,CL-0000949,DJ,Dolj,Craiova,510200,6.7,3.0,0.7,0.0
EV-0000950,CL-0000950,DJ,Dolj,Craiova,510200,29.1,8.6,4.5,0.0
EV-0000951,CL-0000951,PH,Prahova,Campina,930363,-5.6,6.4,2.1,0.0
EV-0000952,CL-0000952,PH,Prahova,Campina,930363,4.6,4.8,5.0,0.0
EV-0000953,CL-0000953,MS,Mures,Sighisoara,987948,7.0,1.1,2.0,0.0
EV-0000954,CL-0000954,MS,Mures,Sighisoara,987948,18.7,3.7,4.6,0.0
EV-0000955,CL-0000955,NT,Neamt,Piatra Neamt,337081,29.2,3.5,6.0,0.01
EV-0000956,CL-0000956,SM,Satu Mare,Carei,783920,-4.4,7.9,2.0,0.0
EV-0000957,CL-0000957,BH,Bihor,Salonta,669444,-5.5,0.9,6.0,0.11
EV-0000958,CL-0000958,BZB,Bucuresti,Sector 3,299398,25.2,7.9,2.5,0.12
EV-0000959,CL-0000959,TM,Timis,Timisoara,593527,-7.4,6.3,3.4,0.35
EV-0000960,CL-0000960,TM,Timis,Sannicolau Mare,168895,18.2,4.9,5.3,0.0
EV-0000961,CL-0000961,TM,Timis,Sannicolau Mare,168895,8.9,4.2,3.0,2.08
EV-0000962,CL-0000962,IL,Ialomita,Slobozia,253635,11.8,1.5,4.7,0.27
EV-0000963,CL-0000963,IS,Iasi,Pascani,927272,-0.1,6.9,1.2,0.0
EV-0000964,CL-0000964,SJ,Salaj,Zalau,699232,16.6,12.8,3.8,0.0
EV-0000965,CL-0000965,IS,Iasi,Pascani,903148,3.6,6.8,3.2,0.09
EV-0000966,CL-0000966,CJ,Cluj,Dej,596411,-1.8,6.3,5.4,1.52
EV-0000967,CL-0000967,SM,Satu Mare,Carei,750101,7.6,7.4,2.1,0.37
EV-0000968,CL-0000968,IS,Iasi,Pascani,386854,14.9,2.8,4.3,0.48
EV-0000969,CL-0000969,HD,Hunedoara,Hunedoara,667117,12.5,3.9,3.2,0.16
EV-0000970,CL-0000970,BT,Botosani,Dorohoi,553008,10.1,3.2,4.1,0.0
EV-0000971,CL-0000971,GL,Galati,Tecuci,229124,31.6,4.0,6.5,0.0
EV-0000972,CL-0000972,PH,Prahova,Sinaia,261924,4.6,9.3,3.7,0.0
EV-0000973,CL-0000973,AG,Arges,Curtea de Arges,503536,4.3,3.4,3.8,1.95
EV-0000974,CL-0000974,BV,Brasov,Fagaras,279260,10.9,9.2,2.5,0.1
EV-0000975,CL-0000975,TR,Teleorman,Turnu Magurele,440485,9.1,8.0,0.0,0.0
EV-0000976,CL-0000976,SV,Suceava,Radauti,323385,8.7,11.0,3.3,0.06
EV-0000977,CL-0000977,BT,Botosani,Dorohoi,937657,29.6,9.3,1.2,0.0
