property_id,policy_id,year_built,construction,area_sqm,floors,has_alarm,replacement_cost,location_type,sprinkler_grade,building_value,contents_value
H-002454,P-002454,1987.0,brick,131.0,1.0,False,121842.36,,,,
H-002456,P-002456,1991.0,concrete,148.0,2.0,True,94115.93,,,,
C-002457,P-002457,,,,,,,office,C,1074169.53,818116.53
H-002460,P-002460,1969.0,brick,203.0,1.0,True,230796.45,,,,
H-002467,P-002467,1981.0,brick,89.0,1.0,False,73502.35,,,,
H-002468,P-002468,1992.0,concrete,84.0,1.0,True,81100.03,,,,
H-002473,P-002473,1995.0,concrete,103.0,1.0,True,99265.93,,,,
H-002478,P-002478,1968.0,brick,42.0,3.0,False,51067.57,,,,
C-002480,P-002480,,,,,,,factory,B,3250692.13,1059557.95
C-002482,P-002482,,,,,,,warehouse,C,352490.27,1226900.73
C-002483,P-002483,,,,,,,retail,None,3018516.33,707496.88
H-002485,P-002485,1972.0,concrete,184.0,3.0,False,115061.02,,,,
C-002488,P-002488,,,,,,,warehouse,B,4334252.24,1146810.55
H-002492,P-002492,2014.0,concrete,63.0,2.0,False,63444.1,,,,
H-002494,P-002494,2022.0,concrete,105.0,2.0,False,106725.89,,,,
H-002499,P-002499,2009.0,concrete,100.0,2.0,True,92731.19,,,,
H-002500,P-002500,2023.0,brick,162.0,3.0,False,89487.98,,,,
H-002501,P-002501,2003.0,brick,162.0,1.0,False,129111.26,,,,
H-002515,P-002515,2000.0,concrete,118.0,2.0,True,123249.28,,,,
H-002516,P-002516,1969.0,brick,90.0,2.0,True,80367.43,,,,
H-002527,P-002527,1984.0,brick,146.0,3.0,False,177563.74,,,,
C-002529,P-002529,,,,,,,warehouse,None,4701113.19,202854.42
H-002531,P-002531,2022.0,brick,132.0,2.0,True,92359.59,,,,
C-002532,P-002532,,,,,,,warehouse,C,2070099.79,269999.02
H-002535,P-002535,1968.0,concrete,174.0,2.0,False,155924.17,,,,
C-002536,P-002536,,,,,,,office,B,4810901.38,1775787.54
H-002540,P-002540,2003.0,brick,120.0,1.0,True,65990.25,,,,
H-002541,P-002541,1965.0,brick,113.0,3.0,False,107406.24,,,,
H-002545,P-002545,1966.0,concrete,213.0,1.0,False,244896.58,,,,
H-002546,P-002546,2002.0,brick,114.0,3.0,False,135550.19,,,,
H-002548,P-002548,2001.0,brick,100.0,1.0,True,90553.17,,,,
C-002551,P-002551,,,,,,,warehouse,A,399573.19,1806824.8
H-002555,P-002555,1969.0,concrete,92.0,1.0,False,65611.15,,,,
H-002558,P-002558,2010.0,brick,40.0,3.0,True,25610.51,,,,
H-002559,P-002559,1981.0,brick,83.0,1.0,False,66551.46,,,,
C-002560,P-002560,,,,,,,office,B,3787089.9,745157.18
H-002561,P-002561,1970.0,brick,84.0,1.0,True,73284.69,,,,
H-002567,P-002567,1972.0,brick,77.0,2.0,False,93473.16,,,,
H-002568,P-002568,1988.0,brick,79.0,1.0,True,57635.42,,,,
H-002569,P-002569,2012.0,brick,72.0,3.0,False,81088.08,,,,
H-002570,P-002570,1973.0,brick,77.0,1.0,True,95525.77,,,,
H-002571,P-002571,1993.0,brick,88.0,1.0,True,72531.88,,,,
H-002573,P-002573,1992.0,concrete,80.0,1.0,True,76632.53,,,,
H-002574,P-002574,2000.0,concrete,40.0,2.0,True,29834.56,,,,
C-002577,P-002577,,,,,,,retail,None,477620.53,508867.41
H-002581,P-002581,2010.0,brick,77.0,1.0,True,77496.34,,,,
H-002587,P-002587,1998.0,concrete,171.0,1.0,False,141261.58,,,,
H-002593,P-002593,1979.0,brick,135.0,2.0,True,80301.42,,,,
H-002594,P-002594,1972.0,brick,113.0,1.0,False,65197.79,,,,
H-002599,P-002599,1998.0,brick,97.0,2.0,False,105836.74,,,,
H-002602,P-002602,2005.0,brick,142.0,2.0,True,143237.0,,,,
H-002603,P-002603,1994.0,brick,40.0,2.0,False,51272.26,,,,
C-002604,P-002604,,,,,,,warehouse,A,3251195.45,2349044.9
H-002607,P-002607,2014.0,brick,120.0,1.0,True,136297.88,,,,
H-002613,P-002613,2005.0,brick,84.0,1.0,False,58461.33,,,,
H-002614,P-002614,2012.0,wood,67.0,1.0,True,48198.97,,,,
C-002615,P-002615,,,,,,,office,C,2377696.8,245256.67
H-002621,P-002621,1975.0,brick,190.0,1.0,True,145072.42,,,,
H-002626,P-002626,1972.0,brick,143.0,2.0,True,151712.87,,,,
C-002629,P-002629,,,,,,,warehouse,B,684802.45,2263185.96
H-002631,P-002631,2003.0,concrete,119.0,1.0,False,103125.85,,,,
H-002633,P-002633,1983.0,concrete,96.0,3.0,True,88046.55,,,,
H-002637,P-002637,1983.0,wood,103.0,1.0,True,93172.53,,,,
H-002638,P-002638,2020.0,concrete,107.0,1.0,False,77422.11,,,,
C-002639,P-002639,,,,,,,warehouse,A,3875034.81,1840800.59
H-002640,P-002640,1995.0,brick,81.0,2.0,True,76814.12,,,,
H-002641,P-002641,2009.0,brick,189.0,3.0,False,189686.61,,,,
C-002643,P-002643,,,,,,,retail,A,1620215.35,1932504.46
H-002646,P-002646,2006.0,brick,123.0,2.0,False,125720.99,,,,
H-002647,P-002647,1990.0,concrete,196.0,1.0,True,198148.71,,,,
H-002649,P-002649,1978.0,brick,110.0,1.0,False,85005.75,,,,
H-002653,P-002653,1980.0,concrete,97.0,1.0,True,70578.69,,,,
H-002658,P-002658,1983.0,brick,131.0,3.0,True,116404.3,,,,
H-002659,P-002659,1981.0,concrete,110.0,2.0,False,126165.34,,,,
C-002661,P-002661,,,,,,,warehouse,B,346402.49,2143911.55
H-002664,P-002664,1966.0,brick,40.0,1.0,True,49061.48,,,,
H-002665,P-002665,1982.0,concrete,92.0,1.0,True,67318.25,,,,
H-002668,P-002668,1969.0,concrete,96.0,3.0,True,73444.74,,,,
H-002672,P-002672,2019.0,concrete,132.0,1.0,False,98051.62,,,,
H-002676,P-002676,1965.0,brick,143.0,3.0,False,123141.24,,,,
C-002678,P-002678,,,,,,,warehouse,B,3188558.73,1675819.34
C-002685,P-002685,,,,,,,office,C,3073584.45,95038.96
H-002686,P-002686,1967.0,brick,212.0,1.0,True,209199.15,,,,
H-002687,P-002687,1976.0,brick,54.0,1.0,True,58784.25,,,,
H-002688,P-002688,1985.0,brick,117.0,2.0,False,81925.02,,,,
H-002690,P-002690,1983.0,brick,111.0,2.0,False,100086.45,,,,
H-002691,P-002691,1983.0,brick,140.0,1.0,False,134357.07,,,,
H-002692,P-002692,2009.0,brick,40.0,2.0,False,51379.15,,,,
H-002693,P-002693,1986.0,brick,46.0,1.0,True,44868.96,,,,
H-002694,P-002694,1978.0,concrete,107.0,2.0,True,83653.96,,,,
H-002697,P-002697,1974.0,concrete,79.0,2.0,True,63023.73,,,,
H-002698,P-002698,2006.0,brick,62.0,2.0,True,41875.82,,,,
H-002701,P-002701,1977.0,brick,40.0,1.0,False,29831.24,,,,
C-002703,P-002703,,,,,,,warehouse,None,3588206.0,832002.38
H-002708,P-002708,2013.0,brick,148.0,2.0,False,131520.75,,,,
C-002709,P-002709,,,,,,,office,B,3877788.63,214671.44
H-002713,P-002713,1971.0,brick,69.0,1.0,True,49255.31,,,,
H-002717,P-002717,2001.0,concrete,85.0,2.0,True,63084.59,,,,
H-002721,P-002721,2003.0,concrete,136.0,1.0,True,164034.55,,,,
H-002723,P-002723,1999.0,brick,49.0,2.0,False,63645.48,,,,
H-002725,P-002725,1997.0,brick,147.0,2.0,False,122351.23,,,,
H-002728,P-002728,1969.0,brick,55.0,2.0,False,49930.42,,,,
H-002729,P-002729,1972.0,concrete,148.0,1.0,True,116072.84,,,,
C-002730,P-002730,,,,,,,office,B,3364069.3,424232.13
C-002731,P-002731,,,,,,,office,None,1279022.78,1699786.35
H-002732,P-002732,1971.0,brick,196.0,2.0,True,158203.48,,,,
H-002734,P-002734,2019.0,brick,41.0,1.0,False,31605.11,,,,
H-002742,P-002742,2000.0,brick,115.0,3.0,False,103205.53,,,,
C-002745,P-002745,,,,,,,retail,B,253411.68,2370039.78
H-002746,P-002746,2001.0,brick,48.0,1.0,True,45373.51,,,,
C-002752,P-002752,,,,,,,warehouse,B,4308185.3,1454550.69
H-002756,P-002756,2014.0,concrete,118.0,1.0,True,100189.82,,,,
H-002758,P-002758,2019.0,concrete,91.0,2.0,False,96535.44,,,,
C-002759,P-002759,,,,,,,retail,B,458495.98,2072358.39
H-002760,P-002760,1981.0,brick,50.0,1.0,False,45177.33,,,,
H-002762,P-002762,1985.0,brick,40.0,1.0,False,35641.17,,,,
H-002764,P-002764,1995.0,brick,142.0,2.0,True,105099.16,,,,
H-002768,P-002768,1981.0,concrete,86.0,1.0,False,80987.1,,,,
H-002769,P-002769,1966.0,concrete,100.0,1.0,True,78533.07,,,,
H-002770,P-002770,2014.0,brick,40.0,1.0,True,32573.14,,,,
C-002772,P-002772,,,,,,,retail,A,394804.73,2374802.52
H-002773,P-002773,2008.0,brick,142.0,1.0,True,121340.6,,,,
H-002776,P-002776,1990.0,brick,85.0,1.0,False,81576.95,,,,
C-002782,P-002782,,,,,,,office,B,2507265.51,1833170.05
H-002783,P-002783,2015.0,wood,86.0,3.0,False,108727.28,,,,
H-002785,P-002785,2001.0,brick,87.0,2.0,True,88491.5,,,,
H-002786,P-002786,1991.0,brick,130.0,2.0,False,107388.93,,,,
H-002787,P-002787,1973.0,brick,69.0,2.0,True,47801.17,,,,
C-002789,P-002789,,,,,,,office,C,4346191.72,231571.17
H-002792,P-002792,2014.0,concrete,118.0,2.0,False,82561.79,,,,
H-002795,P-002795,1989.0,brick,40.0,1.0,False,40580.45,,,,
H-002796,P-002796,2000.0,brick,140.0,1.0,False,132337.88,,,,
H-002797,P-002797,1975.0,brick,168.0,2.0,False,138218.45,,,,
H-002799,P-002799,2011.0,brick,106.0,1.0,True,70961.97,,,,
H-002801,P-002801,2001.0,concrete,151.0,1.0,False,147247.86,,,,
H-002802,P-002802,2008.0,concrete,66.0,2.0,False,58315.97,,,,
C-002804,P-002804,,,,,,,office,C,3516492.27,129826.62
H-002805,P-002805,1971.0,brick,126.0,1.0,True,108355.65,,,,
C-002807,P-002807,,,,,,,office,B,3792345.38,496057.09
H-002808,P-002808,2015.0,brick,100.0,2.0,True,88687.4,,,,
H-002814,P-002814,1992.0,brick,40.0,1.0,False,34419.71,,,,
H-002816,P-002816,1992.0,brick,119.0,1.0,True,102641.64,,,,
H-002817,P-002817,1979.0,brick,132.0,2.0,True,161824.96,,,,
C-002824,P-002824,,,,,,,office,None,4741083.4,1127845.32
C-002825,P-002825,,,,,,,office,A,1401576.94,349847.08
C-002826,P-002826,,,,,,,office,C,3943968.42,1307740.77
H-002827,P-002827,1989.0,brick,72.0,1.0,False,80153.18,,,,
H-002829,P-002829,2012.0,concrete,91.0,1.0,True,92175.41,,,,
H-002832,P-002832,1973.0,wood,161.0,2.0,False,166885.89,,,,
H-002833,P-002833,1974.0,brick,93.0,1.0,False,70331.63,,,,
H-002834,P-002834,1992.0,concrete,128.0,1.0,True,87436.88,,,,
C-002836,P-002836,,,,,,,warehouse,C,4164186.24,887395.65
H-002838,P-002838,2019.0,brick,133.0,1.0,False,130715.9,,,,
H-002839,P-002839,2013.0,brick,122.0,2.0,False,94067.61,,,,
H-002840,P-002840,1997.0,concrete,69.0,1.0,False,51380.7,,,,
H-002843,P-002843,1982.0,brick,105.0,1.0,False,112152.28,,,,
C-002844,P-002844,,,,,,,warehouse,None,3757923.87,902520.01
H-002847,P-002847,1994.0,brick,93.0,1.0,False,72367.57,,,,
H-002848,P-002848,1993.0,brick,156.0,1.0,False,163032.64,,,,
H-002849,P-002849,1966.0,brick,130.0,2.0,False,120014.04,,,,
C-002851,P-002851,,,,,,,retail,C,2793402.04,1002149.9
H-002855,P-002855,2015.0,brick,40.0,3.0,False,31238.31,,,,
H-002856,P-002856,2014.0,brick,127.0,1.0,True,71443.75,,,,
C-002858,P-002858,,,,,,,warehouse,A,1983808.3,508698.76
H-002859,P-002859,2005.0,brick,61.0,1.0,True,37596.47,,,,
C-002860,P-002860,,,,,,,office,B,1302811.52,268313.99
H-002861,P-002861,2000.0,concrete,114.0,2.0,True,115863.1,,,,
H-002863,P-002863,2003.0,concrete,103.0,2.0,False,76308.72,,,,
H-002865,P-002865,1981.0,concrete,110.0,2.0,True,91275.03,,,,
H-002866,P-002866,1987.0,concrete,88.0,1.0,False,85081.39,,,,
H-002869,P-002869,2021.0,concrete,172.0,2.0,True,158388.01,,,,
H-002872,P-002872,1995.0,brick,178.0,1.0,True,200326.77,,,,
H-002876,P-002876,1973.0,brick,115.0,1.0,True,125259.91,,,,
H-002878,P-002878,1982.0,concrete,156.0,2.0,True,117351.47,,,,
H-002884,P-002884,1976.0,concrete,40.0,4.0,True,37954.44,,,,
C-002888,P-002888,,,,,,,office,B,123038.63,722993.83
H-002891,P-002891,2003.0,brick,104.0,2.0,False,89266.64,,,,
H-002893,P-002893,1985.0,brick,112.0,1.0,False,125697.03,,,,
H-002894,P-002894,1974.0,concrete,164.0,2.0,True,119565.73,,,,
C-002895,P-002895,,,,,,,warehouse,B,3388707.48,1977488.8
H-002899,P-002899,2018.0,brick,113.0,3.0,True,121530.84,,,,
C-002900,P-002900,,,,,,,office,B,2285800.96,1502203.71
H-002901,P-002901,2006.0,wood,179.0,1.0,False,229981.03,,,,
C-002902,P-002902,,,,,,,factory,A,3252222.85,963997.24
H-002906,P-002906,1999.0,concrete,155.0,1.0,False,148837.71,,,,
H-002909,P-002909,2020.0,brick,142.0,2.0,True,121858.53,,,,
H-002910,P-002910,2012.0,brick,121.0,1.0,False,120719.57,,,,
C-002911,P-002911,,,,,,,office,B,688757.74,2152536.21
H-002913,P-002913,1972.0,brick,200.0,2.0,True,144440.2,,,,
H-002914,P-002914,1972.0,concrete,53.0,1.0,True,59481.75,,,,
H-002921,P-002921,1966.0,concrete,148.0,2.0,True,96650.82,,,,
H-002922,P-002922,1994.0,brick,221.0,2.0,False,177737.1,,,,
H-002925,P-002925,1974.0,brick,135.0,1.0,True,119634.29,,,,
H-002928,P-002928,2020.0,brick,79.0,3.0,True,60876.23,,,,
H-002929,P-002929,1999.0,concrete,169.0,3.0,True,144228.82,,,,
C-002930,P-002930,,,,,,,office,C,1233102.54,994468.82
C-002933,P-002933,,,,,,,office,None,1230261.14,562334.81
H-002935,P-002935,1982.0,brick,88.0,2.0,True,73400.36,,,,
H-002936,P-002936,2021.0,concrete,54.0,3.0,False,58612.48,,,,
H-002937,P-002937,2010.0,wood,144.0,1.0,True,90886.83,,,,
H-002938,P-002938,1981.0,brick,119.0,2.0,True,79688.73,,,,
H-002939,P-002939,1984.0,brick,83.0,2.0,False,60712.47,,,,
H-002940,P-002940,1997.0,brick,132.0,2.0,False,85454.58,,,,
C-002942,P-002942,,,,,,,retail,A,1284027.37,1319347.4
H-002944,P-002944,1978.0,concrete,138.0,1.0,True,117514.34,,,,
H-002945,P-002945,1967.0,brick,91.0,1.0,True,79475.53,,,,
H-002950,P-002950,1978.0,brick,135.0,2.0,True,150264.17,,,,
C-002952,P-002952,,,,,,,office,B,2796823.19,587464.23
H-002953,P-002953,1990.0,concrete,67.0,3.0,True,68803.91,,,,
H-002955,P-002955,1987.0,brick,208.0,1.0,True,183450.98,,,,
H-002957,P-002957,2003.0,brick,115.0,1.0,True,88241.39,,,,
C-002958,P-002958,,,,,,,retail,B,4484563.24,2064206.56
C-002960,P-002960,,,,,,,office,B,1789970.17,1869699.38
C-002961,P-002961,,,,,,,retail,None,3275085.68,615365.56
H-002963,P-002963,2000.0,concrete,114.0,2.0,False,115368.28,,,,
H-002967,P-002967,1995.0,brick,162.0,3.0,False,126391.66,,,,
H-002973,P-002973,2000.0,brick,137.0,2.0,False,78938.86,,,,
C-002975,P-002975,,,,,,,office,B,3038025.95,1310144.5
C-002977,P-002977,,,,,,,retail,None,2775797.25,2195439.98
H-002978,P-002978,1995.0,brick,56.0,1.0,False,56167.14,,,,
H-002979,P-002979,1993.0,brick,59.0,2.0,True,39905.79,,,,
C-002980,P-002980,,,,,,,office,C,701147.46,2364756.12
C-002981,P-002981,,,,,,,warehouse,A,1753366.11,885379.09
H-002982,P-002982,1983.0,brick,131.0,1.0,False,126106.86,,,,
C-002984,P-002984,,,,,,,office,C,4976895.36,2451140.81
H-002987,P-002987,1987.0,brick,100.0,1.0,True,95459.68,,,,
H-002989,P-002989,1997.0,brick,95.0,1.0,True,86473.85,,,,
H-002993,P-002993,2004.0,brick,118.0,1.0,True,98542.52,,,,
H-002996,P-002996,1977.0,brick,92.0,2.0,True,76925.26,,,,
H-002997,P-002997,2005.0,wood,116.0,2.0,True,104604.1,,,,
H-002999,P-002999,1977.0,concrete,129.0,1.0,True,118203.06,,,,
H-003001,P-003001,1993.0,concrete,123.0,2.0,False,71774.66,,,,
H-003002,P-003002,1970.0,brick,102.0,2.0,True,107161.56,,,,
H-003004,P-003004,1986.0,concrete,136.0,1.0,False,129340.27,,,,
H-003005,P-003005,2002.0,brick,74.0,2.0,False,60616.63,,,,
H-003006,P-003006,1990.0,concrete,61.0,2.0,True,58702.42,,,,
H-003009,P-003009,1993.0,concrete,118.0,1.0,True,106249.1,,,,
H-003013,P-003013,1981.0,brick,40.0,2.0,True,32954.15,,,,
H-003014,P-003014,1969.0,brick,92.0,2.0,True,92560.34,,,,
H-003015,P-003015,1989.0,brick,123.0,2.0,True,75153.55,,,,
H-003016,P-003016,1978.0,concrete,102.0,2.0,True,89926.47,,,,
H-003017,P-003017,1981.0,concrete,72.0,1.0,False,82294.22,,,,
C-003023,P-003023,,,,,,,office,B,4344289.22,777774.76
H-003025,P-003025,1987.0,brick,103.0,2.0,True,91384.88,,,,
C-003029,P-003029,,,,,,,retail,None,194254.45,2335839.65
C-003032,P-003032,,,,,,,retail,B,3939248.21,1315944.9
C-003033,P-003033,,,,,,,warehouse,B,606263.06,1169135.17
H-003035,P-003035,1991.0,brick,165.0,2.0,True,160869.42,,,,
C-003040,P-003040,,,,,,,retail,B,1417933.79,2210092.13
H-003041,P-003041,1966.0,brick,72.0,2.0,True,64286.39,,,,
H-003043,P-003043,2006.0,brick,104.0,2.0,False,102285.37,,,,
H-003046,P-003046,1991.0,brick,64.0,1.0,False,73589.26,,,,
H-003050,P-003050,1967.0,brick,92.0,1.0,True,66368.83,,,,
C-003052,P-003052,,,,,,,office,C,3808181.53,1029973.95
H-003053,P-003053,1968.0,brick,71.0,3.0,False,74759.3,,,,
H-003054,P-003054,2012.0,concrete,125.0,3.0,False,93002.82,,,,
H-003060,P-003060,1999.0,concrete,119.0,2.0,True,91003.13,,,,
C-003062,P-003062,,,,,,,warehouse,A,3679377.03,559266.59
C-003067,P-003067,,,,,,,warehouse,None,3389128.84,2336284.89
H-003072,P-003072,2012.0,concrete,78.0,3.0,True,71054.73,,,,
H-003073,P-003073,2017.0,brick,178.0,2.0,True,164434.82,,,,
H-003074,P-003074,1998.0,brick,40.0,2.0,False,33321.31,,,,
H-003077,P-003077,2003.0,brick,68.0,2.0,False,49344.89,,,,
H-003081,P-003081,1996.0,brick,125.0,2.0,False,78183.26,,,,
H-003082,P-003082,2022.0,brick,170.0,2.0,False,194621.35,,,,
C-003090,P-003090,,,,,,,warehouse,A,3735068.15,2009680.94
C-003093,P-003093,,,,,,,office,C,143392.23,834281.42
H-003094,P-003094,1974.0,concrete,209.0,2.0,True,228547.12,,,,
C-003098,P-003098,,,,,,,factory,B,3581820.88,144952.59
H-003099,P-003099,1966.0,brick,139.0,1.0,False,142401.63,,,,
H-003100,P-003100,1990.0,concrete,109.0,2.0,False,95740.19,,,,
H-003108,P-003108,2004.0,concrete,105.0,2.0,False,102568.77,,,,
H-003109,P-003109,1965.0,concrete,116.0,1.0,True,130806.52,,,,
H-003114,P-003114,1986.0,brick,122.0,1.0,False,126195.26,,,,
C-003115,P-003115,,,,,,,warehouse,B,3526244.89,1682381.73
H-003119,P-003119,1967.0,concrete,119.0,1.0,False,80092.06,,,,
H-003123,P-003123,1995.0,concrete,84.0,1.0,True,74433.47,,,,
H-003124,P-003124,2021.0,brick,69.0,1.0,False,61563.77,,,,
C-003125,P-003125,,,,,,,office,None,2174470.98,1992073.18
H-003126,P-003126,1988.0,brick,128.0,1.0,True,144849.82,,,,
C-003128,P-003128,,,,,,,warehouse,A,4917536.96,2402554.55
H-003129,P-003129,1972.0,concrete,224.0,2.0,False,189970.2,,,,
C-003131,P-003131,,,,,,,office,A,2846624.84,223259.08
H-003132,P-003132,1998.0,brick,124.0,3.0,True,86571.25,,,,
C-003135,P-003135,,,,,,,warehouse,B,3105760.28,747414.53
H-003138,P-003138,2017.0,brick,154.0,2.0,True,116705.22,,,,
H-003139,P-003139,2009.0,brick,108.0,1.0,False,116946.6,,,,
C-003141,P-003141,,,,,,,office,C,1790467.59,932775.63
H-003147,P-003147,2008.0,wood,44.0,1.0,True,38228.19,,,,
H-003149,P-003149,2003.0,concrete,123.0,2.0,False,107380.07,,,,
H-003150,P-003150,2014.0,brick,67.0,2.0,True,64833.4,,,,
H-003152,P-003152,2012.0,brick,73.0,2.0,False,62650.0,,,,
H-003157,P-003157,1983.0,concrete,138.0,3.0,False,131808.76,,,,
H-003158,P-003158,2007.0,brick,61.0,2.0,True,45993.48,,,,
H-003159,P-003159,1980.0,wood,82.0,3.0,True,57463.5,,,,
H-003161,P-003161,1999.0,concrete,54.0,2.0,True,46084.68,,,,
H-003162,P-003162,2012.0,brick,87.0,1.0,True,98973.55,,,,
H-003166,P-003166,1965.0,brick,106.0,2.0,True,109193.39,,,,
H-003167,P-003167,1976.0,brick,164.0,1.0,False,120899.91,,,,
H-003168,P-003168,2002.0,brick,127.0,1.0,True,144900.57,,,,
H-003169,P-003169,2023.0,wood,152.0,1.0,False,133329.29,,,,
H-003176,P-003176,1972.0,brick,117.0,2.0,True,147796.32,,,,
C-003177,P-003177,,,,,,,warehouse,C,4189171.65,72512.15
H-003179,P-003179,1997.0,brick,134.0,2.0,True,157102.38,,,,
C-003180,P-003180,,,,,,,office,B,2674611.76,1016843.01
H-003181,P-003181,1979.0,brick,109.0,1.0,True,74216.28,,,,
C-003183,P-003183,,,,,,,retail,B,462240.98,288795.9
C-003185,P-003185,,,,,,,warehouse,B,2516018.8,2289587.86
C-003187,P-003187,,,,,,,warehouse,None,255905.68,399716.74
C-003188,P-003188,,,,,,,retail,C,2381846.3,1964993.43
H-003189,P-003189,2010.0,concrete,106.0,3.0,True,97648.88,,,,
H-003190,P-003190,2000.0,concrete,120.0,1.0,True,107827.75,,,,
C-003191,P-003191,,,,,,,warehouse,C,4694581.31,1387450.98
H-003194,P-003194,2006.0,wood,84.0,2.0,True,70187.28,,,,
H-003198,P-003198,1985.0,brick,77.0,3.0,False,66421.99,,,,
H-003202,P-003202,1971.0,concrete,94.0,1.0,False,85797.32,,,,
H-003203,P-003203,1997.0,concrete,94.0,3.0,True,97282.31,,,,
H-003204,P-003204,1995.0,brick,72.0,3.0,False,58433.01,,,,
H-003208,P-003208,2005.0,brick,72.0,3.0,False,75652.9,,,,
H-003209,P-003209,1977.0,brick,134.0,2.0,True,152267.62,,,,
H-003210,P-003210,1988.0,brick,112.0,1.0,True,74153.91,,,,
H-003212,P-003212,1992.0,brick,151.0,2.0,True,103058.01,,,,
H-003214,P-003214,1985.0,brick,106.0,1.0,False,105417.66,,,,
C-003215,P-003215,,,,,,,office,B,2093149.54,335196.37
H-003217,P-003217,1993.0,concrete,128.0,2.0,True,148480.17,,,,
C-003218,P-003218,,,,,,,office,B,4408051.5,2301896.99
C-003219,P-003219,,,,,,,factory,A,3222060.47,1446990.62
H-003221,P-003221,1970.0,brick,106.0,1.0,True,109548.34,,,,
H-003224,P-003224,2005.0,brick,136.0,3.0,False,131626.78,,,,
C-003225,P-003225,,,,,,,warehouse,B,1887811.69,2273708.55
H-003229,P-003229,1968.0,brick,132.0,2.0,True,131809.38,,,,
H-003231,P-003231,1995.0,brick,73.0,3.0,True,54373.97,,,,
H-003237,P-003237,2011.0,brick,185.0,1.0,True,180213.72,,,,
H-003240,P-003240,1972.0,concrete,125.0,2.0,True,124461.97,,,,
H-003242,P-003242,2018.0,brick,86.0,1.0,True,75810.0,,,,
H-003243,P-003243,2000.0,brick,46.0,1.0,True,32990.19,,,,
H-003244,P-003244,2016.0,concrete,82.0,1.0,True,67916.01,,,,
C-003245,P-003245,,,,,,,office,None,448549.29,1233611.25
H-003246,P-003246,1982.0,brick,80.0,1.0,True,79683.81,,,,
C-003247,P-003247,,,,,,,warehouse,C,1552540.21,1457023.45
H-003254,P-003254,1977.0,brick,108.0,2.0,False,91885.92,,,,
H-003255,P-003255,1991.0,concrete,128.0,1.0,False,139548.68,,,,
C-003257,P-003257,,,,,,,retail,A,851924.36,444730.01
H-003258,P-003258,1969.0,brick,87.0,2.0,True,83825.02,,,,
H-003260,P-003260,2018.0,concrete,185.0,3.0,False,205980.55,,,,
H-003261,P-003261,1970.0,brick,105.0,1.0,True,91209.58,,,,
H-003263,P-003263,1992.0,brick,153.0,1.0,True,111596.4,,,,
H-003265,P-003265,1979.0,brick,101.0,1.0,True,93328.14,,,,
H-003268,P-003268,1986.0,concrete,90.0,3.0,False,88087.91,,,,
H-003273,P-003273,1974.0,concrete,128.0,2.0,False,121142.55,,,,
H-003275,P-003275,2007.0,brick,96.0,2.0,True,93402.76,,,,
H-003277,P-003277,2023.0,brick,87.0,1.0,False,99046.02,,,,
H-003279,P-003279,1973.0,concrete,105.0,1.0,False,81306.6,,,,
H-003280,P-003280,1969.0,concrete,112.0,1.0,True,107800.93,,,,
C-003281,P-003281,,,,,,,warehouse,A,3118635.7,2272813.44
H-003282,P-003282,1976.0,brick,107.0,1.0,False,87697.25,,,,
C-003289,P-003289,,,,,,,factory,C,3059730.95,271630.88
H-003293,P-003293,2011.0,brick,40.0,1.0,True,31327.69,,,,
H-003299,P-003299,1984.0,wood,62.0,1.0,True,77766.15,,,,
H-003303,P-003303,2015.0,brick,147.0,1.0,True,156791.94,,,,
C-003304,P-003304,,,,,,,warehouse,A,1214505.01,1259667.79
C-003305,P-003305,,,,,,,warehouse,C,4699547.46,156664.6
H-003309,P-003309,1981.0,brick,84.0,2.0,True,85720.04,,,,
H-003315,P-003315,2018.0,brick,134.0,1.0,False,153818.88,,,,
H-003319,P-003319,1986.0,brick,150.0,3.0,False,151302.3,,,,
H-003321,P-003321,1967.0,brick,99.0,3.0,True,84956.98,,,,
H-003324,P-003324,1999.0,brick,50.0,1.0,True,48022.31,,,,
C-003326,P-003326,,,,,,,factory,B,1823704.33,2193205.45
H-003327,P-003327,1988.0,brick,78.0,1.0,True,78781.06,,,,
C-003329,P-003329,,,,,,,factory,A,241958.36,97538.55
C-003330,P-003330,,,,,,,office,None,3802257.11,1722906.6
H-003334,P-003334,1971.0,brick,106.0,1.0,True,94077.86,,,,
C-003336,P-003336,,,,,,,factory,B,4278461.48,61170.78
C-003338,P-003338,,,,,,,factory,None,592544.25,1445288.59
C-003340,P-003340,,,,,,,warehouse,A,1552707.33,1525565.12
C-003343,P-003343,,,,,,,warehouse,C,4799341.18,1629347.94
H-003347,P-003347,2008.0,brick,109.0,1.0,False,125033.81,,,,
H-003349,P-003349,2019.0,brick,118.0,2.0,True,125764.66,,,,
H-003351,P-003351,2016.0,concrete,112.0,1.0,False,110151.27,,,,
H-003356,P-003356,2000.0,brick,60.0,2.0,True,46355.13,,,,
C-003357,P-003357,,,,,,,warehouse,B,302356.99,995746.3
C-003358,P-003358,,,,,,,factory,C,1717460.27,583967.41
C-003361,P-003361,,,,,,,factory,B,2892079.28,726295.96
H-003362,P-003362,1977.0,brick,40.0,1.0,True,41421.02,,,,
C-003363,P-003363,,,,,,,factory,A,2947711.63,2068998.05
C-003364,P-003364,,,,,,,factory,B,3772785.85,944842.14
