policy_id,customer_id,product_type,start_date,end_date,status,channel,discount_pct,gross_premium
P-002833,C-001146,homeowners,2024-08-23,2026-01-03,active,online,0.006,292.01
P-002834,C-001732,homeowners,2024-09-15,2025-08-03,active,agent,0.052,319.86
P-002835,C-001217,renters,2024-04-14,2025-05-08,active,online,0.03,139.81
P-002836,C-001559,commercial_property,2024-02-27,2025-02-06,active,partner,0.054,4546.35
P-002837,C-001152,renters,2024-02-24,2024-10-26,active,partner,0.072,132.83
P-002838,C-003906,homeowners,2024-04-21,2025-05-08,active,online,0.077,387.67
P-002839,C-000459,homeowners,2024-01-24,2025-06-02,lapsed,agent,0.118,322.55
P-002840,C-000566,homeowners,2024-06-14,2025-10-23,active,agent,0.123,228.62
P-002841,C-002802,auto,2024-08-19,2026-02-01,active,online,0.024,373.3
P-002842,C-002766,auto,2024-07-23,2025-03-28,active,agent,0.08,321.47
P-002843,C-002168,homeowners,2024-08-18,2026-02-06,active,agent,0.077,345.16
P-002844,C-001820,commercial_property,2024-07-26,2025-10-23,active,partner,0.056,3773.73
P-002845,C-006606,auto,2024-02-25,2024-08-31,active,online,0.051,387.45
P-002846,C-005671,renters,2024-01-07,2025-05-05,active,agent,0.062,97.78
P-002847,C-006189,homeowners,2024-02-21,2024-10-16,active,online,0.095,273.24
P-002848,C-005075,homeowners,2024-02-08,2025-03-08,active,agent,0.063,446.44
P-002849,C-001668,homeowners,2024-12-09,2026-01-24,active,agent,0.062,364.22
P-002850,C-003016,auto,2024-10-24,2025-06-01,lapsed,agent,0.083,567.16
P-002851,C-003696,commercial_property,2024-12-02,2026-01-18,active,online,0.02,3283.64
P-002852,C-001995,auto,2024-04-27,2025-06-17,active,agent,0.073,389.84
P-002853,C-003776,auto,2024-05-28,2025-04-19,active,online,0.015,445.01
P-002854,C-006101,auto,2024-08-24,2025-08-21,active,partner,0.108,396.91
P-002855,C-002883,homeowners,2024-05-13,2025-06-02,active,agent,0.118,211.19
P-002856,C-003454,homeowners,2024-02-08,2025-02-22,active,agent,0.0,295.08
P-002857,C-003108,auto,2024-09-17,2025-06-14,active,agent,0.068,417.54
P-002858,C-000807,commercial_property,2024-03-17,2025-08-17,lapsed,online,0.127,2119.76
P-002859,C-000588,homeowners,2024-05-26,2025-03-22,active,online,0.138,214.97
P-002860,C-003050,commercial_property,2024-05-05,2025-04-27,active,online,0.04,1723.44
P-002861,C-004382,homeowners,2024-08-07,2025-07-15,active,online,0.075,337.91
P-002862,C-005591,auto,2024-08-26,2025-03-12,active,online,0.101,487.69
P-002863,C-003661,homeowners,2024-04-20,2025-06-05,active,agent,0.064,281.37
P-002864,C-002051,auto,2024-02-25,2024-10-31,active,partner,0.054,498.57
P-002865,C-003502,homeowners,2024-06-17,2025-08-07,active,online,0.037,318.25
P-002866,C-004477,homeowners,2024-04-18,2025-06-18,active,agent,0.032,310.41
P-002867,C-006677,renters,2024-06-25,2025-08-03,active,agent,0.041,152.73
P-002868,C-005829,auto,2024-04-26,2025-07-10,active,agent,0.098,392.87
P-002869,C-006140,homeowners,2024-12-21,2025-11-30,active,partner,0.009,447.54
P-002870,C-000393,auto,2024-07-02,2025-11-02,cancelled,agent,0.087,378.28
P-002871,C-002762,auto,2024-02-14,2024-09-29,active,agent,0.0,424.76
P-002872,C-003049,homeowners,2024-09-29,2025-11-12,active,agent,0.068,470.21
P-002873,C-003723,renters,2024-10-15,2025-10-14,active,agent,0.031,100.95
P-002874,C-003013,auto,2024-07-22,2025-07-02,active,partner,0.056,505.65
P-002875,C-002760,auto,2024-04-05,2025-07-24,active,agent,0.096,378.48
P-002876,C-004199,homeowners,2024-10-31,2025-05-24,active,agent,0.0,385.2
P-002877,C-004024,auto,2024-11-25,2025-11-29,active,online,0.043,345.71
P-002878,C-001340,homeowners,2024-12-22,2025-08-27,lapsed,online,0.097,335.89
P-002879,C-006437,auto,2024-10-16,2026-01-24,active,online,0.0,435.67
P-002880,C-001329,renters,2024-02-01,2025-03-30,active,agent,0.056,174.99
P-002881,C-004016,auto,2024-10-30,2025-06-12,lapsed,agent,0.035,476.38
P-002882,C-003883,auto,2024-12-03,2025-06-11,lapsed,partner,0.011,381.11
P-002883,C-006800,auto,2024-08-14,2026-02-02,active,agent,0.041,447.14
P-002884,C-001217,homeowners,2024-07-26,2025-11-20,active,agent,0.063,227.02
P-002885,C-006046,auto,2024-01-26,2025-03-24,active,agent,0.055,415.18
P-002886,C-002203,auto,2024-07-05,2025-08-07,active,online,0.091,470.48
P-002887,C-002156,auto,2024-08-03,2025-09-17,active,agent,0.024,373.39
P-002888,C-003884,commercial_property,2024-05-04,2025-02-13,active,partner,0.088,818.87
P-002889,C-003554,renters,2024-05-21,2024-12-05,active,agent,0.017,181.54
P-002890,C-002160,auto,2024-03-23,2025-04-26,lapsed,agent,0.037,327.52
P-002891,C-003124,homeowners,2024-09-11,2025-06-27,active,agent,0.003,316.67
P-002892,C-002460,renters,2024-04-05,2025-05-14,active,online,0.018,136.9
P-002893,C-000727,homeowners,2024-09-10,2025-09-23,active,agent,0.034,376.8
P-002894,C-006879,homeowners,2024-08-04,2025-09-27,active,agent,0.118,336.57
P-002895,C-002070,commercial_property,2024-06-27,2024-12-31,active,agent,0.081,4072.91
P-002896,C-006023,renters,2024-09-01,2025-08-27,active,online,0.03,133.2
P-002897,C-003247,auto,2024-09-09,2025-05-01,active,agent,0.078,485.61
P-002898,C-000336,auto,2024-10-07,2025-05-17,active,agent,0.049,394.46
P-002899,C-006013,homeowners,2024-07-10,2025-01-16,active,agent,0.079,384.25
P-002900,C-002977,commercial_property,2024-07-10,2025-06-15,active,online,0.073,3187.66
P-002901,C-006636,homeowners,2024-01-04,2025-02-15,active,online,0.026,606.89
P-002902,C-003388,commercial_property,2024-08-11,2025-12-27,active,agent,0.086,3322.81
P-002903,C-002885,auto,2024-11-02,2025-07-04,cancelled,online,0.031,471.94
P-002904,C-006117,auto,2024-01-08,2025-04-06,active,online,0.0,549.46
P-002905,C-000482,auto,2024-07-02,2025-07-06,active,agent,0.0,421.56
P-002906,C-000518,homeowners,2024-11-24,2025-08-14,active,partner,0.059,415.98
P-002907,C-006384,renters,2024-09-02,2025-04-21,active,agent,0.018,181.06
P-002908,C-001197,auto,2024-02-16,2024-08-28,active,online,0.12,274.45
P-002909,C-004346,homeowners,2024-11-05,2025-10-05,active,agent,0.034,369.48
P-002910,C-001067,homeowners,2024-07-10,2025-10-26,active,agent,0.148,345.25
P-002911,C-006244,commercial_property,2024-05-03,2025-07-29,active,agent,0.073,2113.09
P-002912,C-006438,auto,2024-03-17,2025-03-29,active,agent,0.045,253.26
P-002913,C-000682,homeowners,2024-11-07,2025-10-05,active,agent,0.086,411.78
P-002914,C-004486,homeowners,2024-12-02,2026-01-24,active,agent,0.012,273.17
P-002915,C-005889,auto,2024-06-07,2025-05-01,active,agent,0.041,406.26
P-002916,C-003558,auto,2024-05-24,2025-09-17,active,online,0.036,491.48
P-002917,C-000151,auto,2024-06-11,2025-03-11,active,agent,0.021,268.93
P-002918,C-004289,renters,2024-09-23,2025-04-04,active,agent,0.071,94.78
P-002919,C-006345,auto,2024-07-26,2025-05-17,active,agent,0.023,380.21
P-002920,C-000248,auto,2024-11-16,2025-05-19,lapsed,agent,0.083,483.36
P-002921,C-006939,homeowners,2024-03-11,2025-06-14,active,agent,0.1,325.55
P-002922,C-000518,homeowners,2024-06-24,2025-07-27,active,agent,0.1,444.04
P-002923,C-004646,auto,2024-03-12,2024-12-10,active,online,0.033,511.02
P-002924,C-003583,renters,2024-06-29,2025-05-12,active,partner,0.053,144.21
P-002925,C-003812,homeowners,2024-02-08,2025-04-19,active,agent,0.024,370.55
P-002926,C-006233,auto,2024-06-23,2025-01-27,lapsed,online,0.058,394.75
P-002927,C-004367,renters,2024-02-01,2024-11-18,active,online,0.002,143.24
P-002928,C-003577,homeowners,2024-06-26,2025-09-10,active,agent,0.077,222.33
P-002929,C-005490,homeowners,2024-10-09,2025-04-07,active,online,0.034,400.05
P-002930,C-000367,commercial_property,2024-01-31,2024-11-21,active,agent,0.089,1845.59
P-002931,C-005775,auto,2024-07-21,2025-01-23,lapsed,partner,0.036,532.19
P-002932,C-004881,renters,2024-09-25,2025-08-31,active,online,0.064,103.1
P-002933,C-001947,commercial_property,2024-06-03,2025-09-22,active,online,0.074,1582.38
P-002934,C-002848,auto,2024-05-25,2024-12-16,cancelled,agent,0.062,435.89
P-002935,C-001796,homeowners,2024-08-17,2025-05-12,active,agent,0.0,302.99
P-002936,C-001167,homeowners,2024-10-18,2025-09-19,active,online,0.001,241.04
P-002937,C-002878,homeowners,2024-12-25,2025-11-15,active,online,0.137,296.52
P-002938,C-002365,homeowners,2024-05-06,2025-10-08,active,online,0.003,272.21
P-002939,C-003312,homeowners,2024-08-07,2025-09-23,lapsed,agent,0.047,284.34
P-002940,C-002908,homeowners,2024-11-19,2025-12-04,active,agent,0.041,309.4
P-002941,C-002124,auto,2024-12-22,2025-10-14,active,agent,0.106,334.07
P-002942,C-003219,commercial_property,2024-05-09,2025-02-11,active,agent,0.072,2024.46
P-002943,C-002665,auto,2024-06-20,2025-10-12,active,online,0.0,443.47
P-002944,C-001751,homeowners,2024-02-06,2025-04-15,active,agent,0.017,369.37
P-002945,C-007158,homeowners,2024-12-29,2025-07-01,active,online,0.049,318.97
P-002946,C-004219,auto,2024-11-23,2025-06-05,active,agent,0.083,358.49
P-002947,C-004308,auto,2024-09-04,2025-12-01,active,online,0.082,486.84
P-002948,C-002390,auto,2024-07-15,2025-09-27,active,agent,0.006,462.83
P-002949,C-003592,auto,2024-07-27,2025-12-23,active,agent,0.072,365.94
P-002950,C-006477,homeowners,2024-05-08,2025-07-23,active,online,0.104,407.91
P-002951,C-003490,auto,2024-04-10,2025-04-28,active,online,0.032,457.07
P-002952,C-002150,commercial_property,2024-08-19,2025-05-08,active,online,0.079,2797.27
P-002953,C-003221,homeowners,2024-09-01,2025-03-29,active,partner,0.12,264.65
P-002954,C-003462,renters,2024-09-18,2025-08-30,active,agent,0.0,188.25
P-002955,C-000044,homeowners,2024-09-12,2025-09-27,active,agent,0.0,508.75
P-002956,C-001380,auto,2024-12-22,2025-09-19,active,online,0.124,395.99
P-002957,C-000964,homeowners,2024-12-09,2025-06-12,active,online,0.072,299.82
P-002958,C-004440,commercial_property,2024-09-10,2025-08-28,active,online,0.073,4913.5
P-002959,C-005102,auto,2024-12-05,2026-04-08,active,agent,0.047,476.37
P-002960,C-001413,commercial_property,2024-03-10,2024-10-04,active,agent,0.039,2786.99
P-002961,C-006123,commercial_property,2024-11-29,2025-07-29,active,partner,0.068,3308.07
P-002962,C-000086,auto,2024-11-15,2026-04-12,active,agent,0.015,414.97
P-002963,C-003514,homeowners,2024-10-04,2025-08-14,active,online,0.07,362.29
P-002964,C-002100,auto,2024-02-13,2025-07-23,active,agent,0.038,326.35
P-002965,C-006733,auto,2024-10-11,2026-01-07,lapsed,online,0.047,400.81
P-002966,C-002512,auto,2024-01-26,2024-10-31,active,partner,0.111,277.0
P-002967,C-001021,homeowners,2024-08-30,2026-01-31,active,agent,0.072,375.06
P-002968,C-003370,auto,2024-12-09,2025-12-01,active,online,0.053,472.03
P-002969,C-000032,auto,2024-05-10,2025-05-16,active,agent,0.022,414.08
P-002970,C-000134,auto,2024-03-23,2025-04-11,active,agent,0.049,485.39
P-002971,C-003976,auto,2024-09-05,2025-05-22,cancelled,online,0.05,303.68
P-002972,C-007121,renters,2024-11-23,2026-04-28,active,agent,0.0,101.79
P-002973,C-001335,homeowners,2024-07-25,2025-08-06,active,partner,0.0,312.79
P-002974,C-004017,auto,2024-06-08,2025-07-23,active,agent,0.087,447.76
P-002975,C-001925,commercial_property,2024-03-11,2025-02-15,active,agent,0.006,3491.1
P-002976,C-005364,auto,2024-06-05,2025-09-28,active,agent,0.002,342.47
P-002977,C-003378,commercial_property,2024-05-22,2025-04-09,cancelled,agent,0.069,3912.38
P-002978,C-004228,homeowners,2024-02-01,2025-07-06,active,agent,0.102,243.93
P-002979,C-001407,homeowners,2024-01-22,2024-10-26,active,agent,0.124,191.22
P-002980,C-005777,commercial_property,2024-02-14,2025-02-28,active,online,0.026,2229.9
P-002981,C-000801,commercial_property,2024-05-05,2025-09-03,active,agent,0.071,2103.84
P-002982,C-002561,homeowners,2024-08-28,2025-10-28,active,agent,0.125,303.4
P-002983,C-000302,auto,2024-05-27,2025-04-13,active,agent,0.0,459.15
P-002984,C-005596,commercial_property,2024-12-03,2025-10-11,active,agent,0.032,5606.44
P-002985,C-003431,auto,2024-02-01,2024-12-14,active,online,0.087,309.59
P-002986,C-007097,auto,2024-12-28,2026-01-25,active,agent,0.139,290.88
P-002987,C-006586,homeowners,2024-09-17,2025-04-01,active,agent,0.038,344.77
P-002988,C-003527,renters,2024-03-28,2025-03-03,lapsed,agent,0.009,227.31
P-002989,C-005172,homeowners,2024-10-10,2025-07-23,active,partner,0.118,292.28
P-002990,C-005213,renters,2024-03-03,2025-06-09,active,online,0.05,227.21
P-002991,C-004289,auto,2024-04-12,2025-07-23,active,agent,0.057,321.61
P-002992,C-006389,renters,2024-06-22,2025-05-28,active,agent,0.041,138.66
P-002993,C-000678,homeowners,2024-03-15,2024-12-29,lapsed,online,0.073,322.34
P-002994,C-001936,auto,2024-11-02,2025-05-14,active,online,0.0,487.25
P-002995,C-004414,auto,2024-12-20,2025-10-10,active,partner,0.031,264.72
P-002996,C-001101,homeowners,2024-11-24,2025-10-25,active,agent,0.047,286.03
P-002997,C-004510,homeowners,2024-09-16,2025-08-16,active,online,0.079,334.59
P-002998,C-005693,renters,2024-08-14,2026-01-02,active,online,0.081,115.95
P-002999,C-000537,homeowners,2024-12-24,2026-04-27,active,agent,0.017,374.31
P-003000,C-002888,auto,2024-07-30,2025-09-17,active,agent,0.054,385.98
P-003001,C-005087,homeowners,2024-03-15,2025-01-17,active,online,0.061,275.78
P-003002,C-006470,homeowners,2024-01-15,2024-08-22,active,agent,0.118,323.85
P-003003,C-003718,auto,2024-08-15,2025-05-08,active,online,0.072,295.28
P-003004,C-002720,homeowners,2024-10-19,2026-03-06,active,online,0.009,401.23
P-003005,C-007148,homeowners,2024-05-13,2025-07-08,active,online,0.005,273.54
P-003006,C-005439,homeowners,2024-08-03,2025-03-12,active,agent,0.003,282.81
P-003007,C-001026,auto,2024-03-19,2025-01-13,active,agent,0.017,324.4
P-003008,C-002372,auto,2024-06-08,2025-03-14,active,agent,0.014,419.89
P-003009,C-000828,homeowners,2024-02-13,2025-05-19,active,online,0.0,372.16
P-003010,C-003518,renters,2024-05-02,2025-06-15,lapsed,agent,0.094,132.88
P-003011,C-004827,auto,2024-12-27,2026-02-01,active,agent,0.037,284.74
P-003012,C-006916,auto,2024-01-12,2025-01-13,active,agent,0.053,541.2
P-003013,C-004396,homeowners,2024-03-21,2025-03-20,active,agent,0.072,217.69
P-003014,C-006042,homeowners,2024-09-01,2025-09-25,active,agent,0.109,297.45
P-003015,C-001952,homeowners,2024-12-17,2025-08-31,active,partner,0.039,297.66
P-003016,C-004138,homeowners,2024-11-16,2025-08-24,active,agent,0.073,304.26
P-003017,C-004087,homeowners,2024-09-03,2025-07-21,active,online,0.056,301.52
P-003018,C-001105,auto,2024-09-06,2025-08-10,active,online,0.092,313.0
P-003019,C-007083,auto,2024-10-02,2025-10-21,cancelled,online,0.0,533.11
P-003020,C-004266,renters,2024-10-25,2026-02-23,active,agent,0.138,79.69
P-003021,C-001236,auto,2024-07-21,2025-09-07,active,agent,0.068,355.25
P-003022,C-006550,auto,2024-01-16,2025-02-21,active,online,0.064,322.08
P-003023,C-004414,commercial_property,2024-07-04,2025-05-23,active,agent,0.106,4073.95
P-003024,C-002993,auto,2024-01-29,2025-01-09,cancelled,agent,0.139,304.88
P-003025,C-000796,homeowners,2024-04-08,2025-04-11,active,agent,0.0,325.52
P-003026,C-006738,auto,2024-08-18,2025-12-20,cancelled,agent,0.048,353.99
P-003027,C-005702,auto,2024-09-17,2026-02-13,active,agent,0.033,412.61
P-003028,C-005697,auto,2024-03-16,2025-02-18,active,online,0.104,379.11
P-003029,C-003716,commercial_property,2024-02-03,2024-08-08,active,agent,0.058,1649.53
P-003030,C-003573,renters,2024-10-10,2025-09-23,active,agent,0.059,164.67
P-003031,C-001100,auto,2024-12-16,2025-06-30,active,online,0.14,282.2
P-003032,C-005827,commercial_property,2024-12-02,2025-08-12,active,agent,0.081,4083.61
P-003033,C-002178,commercial_property,2024-07-03,2025-02-02,cancelled,online,0.0,1563.19
P-003034,C-002864,auto,2024-11-10,2026-02-02,active,online,0.0,627.47
P-003035,C-005794,homeowners,2024-05-04,2025-09-22,active,agent,0.138,401.01
P-003036,C-004093,auto,2024-12-12,2026-04-16,active,online,0.046,393.26
P-003037,C-003071,renters,2024-03-08,2025-03-28,active,agent,0.054,101.41
P-003038,C-003286,auto,2024-04-24,2025-01-04,active,partner,0.046,332.84
P-003039,C-006859,auto,2024-02-17,2025-04-07,active,agent,0.049,330.02
P-003040,C-006023,commercial_property,2024-04-04,2025-08-17,lapsed,online,0.082,2477.9
P-003041,C-003628,homeowners,2024-09-29,2025-09-18,active,agent,0.0,270.58
P-003042,C-003294,auto,2024-02-04,2024-08-14,active,agent,0.057,394.46
P-003043,C-003820,homeowners,2024-05-23,2025-11-01,active,agent,0.074,328.64
P-003044,C-001510,renters,2024-06-15,2025-02-27,active,agent,0.084,164.37
P-003045,C-001248,auto,2024-01-25,2024-09-03,active,agent,0.058,343.81
P-003046,C-000191,homeowners,2024-02-14,2025-03-03,active,partner,0.098,270.71
P-003047,C-006380,renters,2024-05-17,2025-09-28,active,partner,0.071,164.72
P-003048,C-003743,auto,2024-09-05,2025-09-22,active,online,0.008,449.42
P-003049,C-005405,renters,2024-10-02,2025-09-10,active,online,0.098,123.97
P-003050,C-004490,homeowners,2024-03-29,2025-09-01,active,online,0.052,276.93
P-003051,C-000849,auto,2024-03-30,2025-04-15,active,partner,0.087,274.19
P-003052,C-003491,commercial_property,2024-09-26,2025-11-02,active,online,0.033,4031.77
P-003053,C-001195,homeowners,2024-09-19,2025-06-13,active,agent,0.018,292.27
P-003054,C-001317,homeowners,2024-08-31,2026-01-05,active,online,0.025,332.67
P-003055,C-003765,auto,2024-08-18,2025-05-09,active,agent,0.051,336.52
P-003056,C-005234,auto,2024-02-22,2024-12-31,lapsed,partner,0.063,493.38
P-003057,C-005607,auto,2024-01-28,2025-01-30,active,agent,0.089,344.78
P-003058,C-000282,auto,2024-10-03,2026-01-16,active,online,0.0,432.54
P-003059,C-005340,auto,2024-05-27,2025-02-05,active,online,0.115,400.3
P-003060,C-003806,homeowners,2024-07-20,2025-03-17,active,partner,0.07,314.82
P-003061,C-000547,renters,2024-07-11,2025-09-04,active,online,0.0,131.21
P-003062,C-002457,commercial_property,2024-04-21,2025-07-12,active,online,0.044,3558.21
P-003063,C-004970,renters,2024-02-02,2024-12-09,active,agent,0.016,168.57
P-003064,C-002869,auto,2024-02-04,2024-08-28,active,agent,0.095,362.81
P-003065,C-006998,renters,2024-06-13,2025-03-26,active,online,0.004,181.38
P-003066,C-004066,renters,2024-12-05,2025-12-22,active,agent,0.127,209.36
P-003067,C-004350,commercial_property,2024-08-27,2025-07-28,active,agent,0.08,4079.64
P-003068,C-003797,renters,2024-01-06,2025-06-21,active,agent,0.016,162.55
P-003069,C-003983,auto,2024-08-12,2025-07-29,lapsed,online,0.072,375.28
P-003070,C-004641,renters,2024-09-07,2026-01-20,active,online,0.085,130.7
P-003071,C-004531,auto,2024-11-19,2026-01-10,active,partner,0.048,292.37
P-003072,C-000858,homeowners,2024-06-28,2025-08-22,active,online,0.071,279.48
P-003073,C-003928,homeowners,2024-05-19,2024-11-19,active,agent,0.074,431.02
P-003074,C-004739,homeowners,2024-03-23,2025-05-02,active,agent,0.0,235.5
P-003075,C-001601,auto,2024-11-08,2026-04-26,active,agent,0.0,436.5
P-003076,C-001446,renters,2024-10-18,2025-06-20,lapsed,agent,0.056,163.85
P-003077,C-004025,homeowners,2024-07-27,2025-10-03,active,agent,0.015,255.26
P-003078,C-004620,renters,2024-09-09,2025-10-18,active,agent,0.109,95.92
P-003079,C-005275,auto,2024-12-03,2025-07-12,active,agent,0.0,329.72
P-003080,C-000632,auto,2024-04-08,2025-08-17,active,partner,0.041,341.83
P-003081,C-004237,homeowners,2024-03-21,2024-10-08,active,partner,0.142,256.97
P-003082,C-002289,homeowners,2024-04-20,2025-05-17,active,agent,0.0,521.9
P-003083,C-003427,auto,2024-12-01,2026-02-19,cancelled,partner,0.049,296.24
P-003084,C-005244,renters,2024-11-27,2026-02-02,active,agent,0.018,186.58
P-003085,C-004951,auto,2024-05-26,2025-06-10,active,agent,0.088,375.74
P-003086,C-002610,auto,2024-04-24,2024-11-17,active,agent,0.061,465.17
P-003087,C-006189,renters,2024-02-08,2025-04-09,active,agent,0.054,221.81
P-003088,C-005319,auto,2024-03-11,2024-11-15,active,agent,0.017,300.59
P-003089,C-000032,auto,2024-02-15,2024-09-03,active,agent,0.083,417.64
P-003090,C-000526,commercial_property,2024-09-12,2025-04-19,active,agent,0.059,4285.54
P-003091,C-006358,auto,2024-11-11,2026-03-11,lapsed,partner,0.061,523.12
P-003092,C-003116,auto,2024-04-22,2025-09-18,active,online,0.048,334.73
P-003093,C-003764,commercial_property,2024-02-27,2025-05-08,cancelled,agent,0.118,867.15
P-003094,C-004847,homeowners,2024-09-14,2025-11-22,active,online,0.009,559.77
P-003095,C-002893,auto,2024-12-12,2026-05-05,active,online,0.067,497.23
P-003096,C-003347,auto,2024-01-24,2025-07-02,active,agent,0.033,314.05
P-003097,C-005080,auto,2024-12-30,2026-05-08,active,partner,0.037,381.77
P-003098,C-001758,commercial_property,2024-05-14,2025-08-13,cancelled,partner,0.044,3386.7
P-003099,C-007149,homeowners,2024-02-14,2024-10-31,lapsed,online,0.003,416.22
P-003100,C-003547,homeowners,2024-08-22,2025-08-14,active,agent,0.102,314.18
P-003101,C-002114,auto,2024-02-23,2025-01-12,active,online,0.0,279.37
P-003102,C-001349,auto,2024-09-02,2025-06-25,active,partner,0.049,449.4
P-003103,C-005736,auto,2024-07-09,2025-08-02,active,agent,0.053,565.01
P-003104,C-006479,auto,2024-11-30,2025-07-07,active,partner,0.061,493.41
P-003105,C-006501,renters,2024-07-10,2025-03-25,active,agent,0.05,135.42
P-003106,C-006339,auto,2024-05-02,2025-03-22,active,partner,0.026,497.15
P-003107,C-001473,auto,2024-01-30,2024-09-14,active,online,0.041,392.04
P-003108,C-000762,homeowners,2024-02-17,2024-11-01,active,online,0.068,343.8
P-003109,C-006282,homeowners,2024-03-29,2025-07-03,active,agent,0.038,397.91
P-003110,C-006690,renters,2024-10-05,2025-12-16,cancelled,agent,0.113,81.91
P-003111,C-006695,auto,2024-10-01,2025-05-26,active,agent,0.061,412.1
P-003112,C-006299,auto,2024-12-14,2026-01-26,lapsed,agent,0.057,456.76
P-003113,C-004329,auto,2024-05-13,2025-09-14,active,agent,0.03,541.35
P-003114,C-004656,homeowners,2024-03-12,2025-01-26,active,online,0.045,327.68
P-003115,C-001416,commercial_property,2024-04-27,2025-04-05,active,agent,0.096,3840.37
P-003116,C-006588,auto,2024-08-11,2025-12-29,active,agent,0.078,427.13
P-003117,C-000657,renters,2024-06-01,2025-07-02,active,online,0.1,96.8
P-003118,C-005955,auto,2024-08-06,2025-11-06,active,online,0.09,260.1
P-003119,C-004338,homeowners,2024-10-31,2025-11-04,cancelled,online,0.051,314.13
P-003120,C-002670,renters,2024-03-24,2025-03-06,active,agent,0.061,98.82
P-003121,C-001430,auto,2024-08-18,2025-04-19,active,agent,0.037,356.65
P-003122,C-007007,auto,2024-03-16,2025-01-30,active,agent,0.03,341.08
P-003123,C-001396,homeowners,2024-02-12,2025-04-29,active,agent,0.0,303.54
P-003124,C-000934,homeowners,2024-08-26,2025-11-25,active,agent,0.018,272.86
P-003125,C-003596,commercial_property,2024-03-12,2025-06-07,active,online,0.051,3108.82
P-003126,C-005161,homeowners,2024-01-25,2024-09-13,active,agent,0.047,409.04
P-003127,C-002782,auto,2024-01-20,2025-04-08,active,agent,0.019,421.15
P-003128,C-005040,commercial_property,2024-05-14,2025-04-19,active,online,0.0,5821.29
P-003129,C-001923,homeowners,2024-08-31,2025-04-03,cancelled,online,0.029,499.98
P-003130,C-002034,auto,2024-07-11,2025-07-23,lapsed,agent,0.007,492.19
P-003131,C-005122,commercial_property,2024-10-05,2025-10-14,active,agent,0.05,2830.19
P-003132,C-001041,homeowners,2024-01-17,2024-11-28,active,agent,0.113,254.0
P-003133,C-003171,auto,2024-02-06,2025-05-30,active,agent,0.104,626.68
P-003134,C-000448,renters,2024-03-27,2024-10-22,active,agent,0.069,177.52
P-003135,C-003790,commercial_property,2024-07-05,2025-10-13,active,partner,0.091,3239.49
P-003136,C-003592,auto,2024-03-12,2024-11-10,lapsed,agent,0.049,502.72
P-003137,C-001005,auto,2024-05-15,2025-09-30,active,agent,0.0,411.04
P-003138,C-001481,homeowners,2024-11-02,2026-03-05,active,agent,0.066,351.52
P-003139,C-006382,homeowners,2024-11-28,2025-10-09,active,online,0.081,363.84
P-003140,C-002789,renters,2024-10-31,2025-09-23,active,agent,0.025,233.25
P-003141,C-000356,commercial_property,2024-08-20,2025-12-16,active,online,0.064,2184.69
P-003142,C-002647,auto,2024-12-30,2026-02-28,active,agent,0.007,307.12
P-003143,C-005814,auto,2024-06-10,2025-05-25,active,agent,0.034,401.67
P-003144,C-002730,auto,2024-10-15,2025-10-03,active,agent,0.059,416.58
P-003145,C-001014,auto,2024-12-15,2025-06-15,active,agent,0.079,452.46
P-003146,C-005409,auto,2024-04-21,2025-09-24,active,agent,0.02,334.83
P-003147,C-004816,homeowners,2024-04-09,2025-08-23,active,online,0.08,221.13
P-003148,C-005485,renters,2024-11-05,2025-05-17,active,online,0.008,101.12
P-003149,C-000308,homeowners,2024-02-22,2024-10-07,active,online,0.077,338.26
P-003150,C-005922,homeowners,2024-02-04,2024-10-18,active,agent,0.003,283.55
P-003151,C-000124,renters,2024-12-09,2026-03-01,active,online,0.078,129.73
P-003152,C-000360,homeowners,2024-04-18,2025-04-02,active,online,0.065,271.59
P-003153,C-001369,auto,2024-09-28,2025-05-14,lapsed,online,0.049,434.23
P-003154,C-001365,auto,2024-06-18,2025-10-02,lapsed,online,0.001,309.36
P-003155,C-004286,auto,2024-10-10,2026-01-05,active,online,0.05,536.91
P-003156,C-006508,auto,2024-12-14,2026-04-06,active,online,0.076,601.3
P-003157,C-000220,homeowners,2024-01-25,2024-08-22,active,agent,0.056,398.75
P-003158,C-003808,homeowners,2024-03-18,2025-05-07,active,agent,0.097,230.14
P-003159,C-002092,homeowners,2024-06-08,2025-08-28,active,online,0.054,270.25
P-003160,C-001361,auto,2024-12-13,2026-03-16,active,agent,0.031,299.92
P-003161,C-006738,homeowners,2024-10-28,2025-08-10,active,online,0.106,238.15
P-003162,C-007121,homeowners,2024-12-11,2026-01-18,active,agent,0.062,322.96
P-003163,C-004120,auto,2024-04-24,2025-04-19,active,online,0.071,399.67
P-003164,C-002409,auto,2024-06-26,2025-05-22,active,agent,0.0,466.24
P-003165,C-002754,auto,2024-05-01,2025-04-13,active,partner,0.043,384.46
P-003166,C-002024,homeowners,2024-11-01,2026-02-19,cancelled,online,0.06,342.55
P-003167,C-000389,homeowners,2024-02-04,2024-09-09,active,online,0.055,376.91
P-003168,C-000527,homeowners,2024-09-02,2025-06-02,active,agent,0.016,417.03
P-003169,C-000335,homeowners,2024-04-28,2025-06-25,active,agent,0.072,380.98
P-003170,C-003738,auto,2024-11-06,2026-03-30,cancelled,partner,0.085,356.9
P-003171,C-004075,auto,2024-01-08,2024-12-22,active,partner,0.089,380.11
