vehicle_id,policy_id,make,model,year,annual_mileage,telematics_score,night_driving_pct,hard_brakes_per_100km,overspeed_events_per_100km,phone_use_pct
V-001900,P-001900,Toyota,RAV4,2013,2000,83.2,0.402,11.8,0.1,0.112
V-001908,P-001908,Volkswagen,Polo,2006,15838,80.5,0.353,13.6,5.5,0.327
V-001910,P-001910,Skoda,Octavia,2021,13624,60.4,0.193,6.7,0.8,0.355
V-001911,P-001911,Dacia,Logan,2008,8599,49.5,0.153,4.6,0.1,0.089
V-001915,P-001915,Dacia,Duster,2019,4997,65.4,0.229,0.3,5.1,0.108
V-001922,P-001922,Dacia,Duster,2019,11651,72.1,0.155,6.1,2.3,0.143
V-001923,P-001923,Skoda,Octavia,2023,10389,57.2,0.326,6.4,2.1,0.271
V-001924,P-001924,Dacia,Duster,2020,2606,77.9,0.077,11.6,1.2,0.06
V-001926,P-001926,Renault,Clio,2012,7865,61.6,0.113,3.4,0.1,0.779
V-001927,P-001927,Volkswagen,Passat,2020,12574,66.4,0.264,2.4,4.0,0.223
V-001928,P-001928,Skoda,Octavia,2011,2611,77.8,0.516,6.2,2.0,0.327
V-001932,P-001932,Dacia,Duster,2015,8196,57.7,0.175,6.8,2.6,0.067
V-001934,P-001934,Toyota,Corolla,2005,2000,77.3,0.069,5.6,1.2,0.269
V-001935,P-001935,Skoda,Superb,2008,12348,83.9,0.471,2.2,0.5,0.397
V-001936,P-001936,Skoda,Superb,2007,13144,62.8,0.282,3.4,0.2,0.196
V-001938,P-001938,Skoda,Fabia,2005,16073,77.8,0.185,1.9,4.4,0.267
V-001940,P-001940,Dacia,Duster,2013,15337,76.6,0.162,1.6,2.3,0.212
V-001941,P-001941,Skoda,Fabia,2010,10600,51.2,0.363,2.6,4.3,0.179
V-001944,P-001944,Renault,Clio,2015,10659,88.0,0.259,11.0,1.8,0.184
V-001946,P-001946,Volkswagen,Passat,2021,10887,64.7,0.122,1.6,0.4,0.085
V-001947,P-001947,Skoda,Octavia,2020,12238,77.1,0.173,2.5,2.3,0.057
V-001950,P-001950,Dacia,Duster,2016,17540,75.4,0.448,1.4,1.0,0.069
V-001951,P-001951,Skoda,Fabia,2016,18255,71.2,0.481,0.4,3.0,0.078
V-001952,P-001952,Renault,Megane,2014,4369,74.0,0.134,2.4,0.5,0.35
V-001954,P-001954,Volkswagen,Golf,2007,4128,74.7,0.129,5.7,1.5,0.103
V-001955,P-001955,Dacia,Sandero,2023,9697,55.4,0.498,4.0,2.5,0.288
V-001956,P-001956,Dacia,Duster,2009,29136,64.7,0.111,6.3,2.4,0.48
V-001957,P-001957,Skoda,Octavia,2019,9592,96.6,0.212,2.4,0.2,0.197
V-001958,P-001958,Renault,Megane,2006,2423,77.8,0.531,1.7,5.4,0.181
V-001959,P-001959,Toyota,Corolla,2008,20305,76.1,0.079,0.4,5.1,0.327
V-001960,P-001960,Toyota,Corolla,2007,10105,74.7,0.248,0.6,2.5,0.572
V-001961,P-001961,Skoda,Fabia,2022,15275,55.7,0.463,5.7,1.9,0.29
V-001962,P-001962,Skoda,Superb,2014,11214,61.4,0.114,2.5,1.6,0.084
V-001963,P-001963,Skoda,Fabia,2013,4477,69.8,0.163,7.7,1.7,0.269
V-001964,P-001964,Dacia,Duster,2014,9073,77.4,0.093,2.1,4.7,0.73
V-001967,P-001967,Skoda,Octavia,2010,6511,73.1,0.163,4.4,1.4,0.612
V-001969,P-001969,Dacia,Logan,2023,2570,88.4,0.32,4.2,2.7,0.318
V-001970,P-001970,Skoda,Octavia,2024,18238,78.8,0.139,7.2,1.9,0.099
V-001976,P-001976,Renault,Captur,2020,13263,74.2,0.399,6.8,0.7,0.296
V-001984,P-001984,Volkswagen,Golf,2011,6890,79.1,0.113,1.9,1.8,0.292
V-001987,P-001987,Dacia,Sandero,2016,22747,54.4,0.328,1.1,0.5,0.418
V-001988,P-001988,Toyota,Corolla,2008,13548,50.1,0.092,5.3,9.5,0.34
V-001991,P-001991,Dacia,Duster,2008,13791,79.3,0.063,6.6,0.5,0.036
V-001992,P-001992,Toyota,Yaris,2024,16783,43.5,0.12,1.7,7.8,0.181
V-001993,P-001993,Renault,Clio,2007,14566,78.2,0.497,3.6,6.7,0.175
V-001996,P-001996,Dacia,Duster,2010,18476,59.4,0.684,14.2,1.6,0.081
V-001997,P-001997,Dacia,Sandero,2012,10149,60.3,0.314,5.6,0.7,0.292
V-001998,P-001998,Toyota,RAV4,2018,5680,97.6,0.085,2.0,2.6,0.482
V-001999,P-001999,Renault,Megane,2013,9943,66.7,0.269,10.2,4.1,0.307
V-002000,P-002000,Skoda,Superb,2014,8238,78.4,0.052,1.6,1.4,0.301
V-002001,P-002001,Toyota,Corolla,2018,6043,60.1,0.114,7.2,4.4,0.13
V-002003,P-002003,Renault,Captur,2024,5561,36.7,0.379,8.0,3.1,0.293
V-002006,P-002006,Renault,Captur,2011,15836,74.0,0.326,6.4,1.6,0.331
V-002007,P-002007,Renault,Megane,2023,20552,75.1,0.294,5.2,2.5,0.13
V-002008,P-002008,Renault,Captur,2008,11466,53.9,0.183,0.7,0.3,0.301
V-002010,P-002010,Volkswagen,Golf,2005,11806,66.5,0.185,4.3,1.8,0.445
V-002015,P-002015,Toyota,Corolla,2013,7950,61.8,0.255,0.7,3.8,0.238
V-002016,P-002016,Renault,Captur,2011,14298,80.4,0.181,1.0,2.3,0.435
V-002021,P-002021,Skoda,Fabia,2024,3667,77.9,0.182,4.6,6.4,0.128
V-002022,P-002022,Volkswagen,Golf,2024,11923,46.4,0.361,3.8,1.3,0.533
V-002024,P-002024,Renault,Megane,2009,19589,73.9,0.303,4.7,3.9,0.183
V-002026,P-002026,Volkswagen,Golf,2006,7505,64.7,0.309,1.3,3.3,0.285
V-002027,P-002027,Skoda,Superb,2023,9632,87.8,0.239,5.9,2.3,0.616
V-002029,P-002029,Toyota,Corolla,2016,8222,64.1,0.306,10.6,1.1,0.194
V-002033,P-002033,Renault,Captur,2011,13047,74.9,0.161,2.3,1.1,0.194
V-002035,P-002035,Dacia,Sandero,2016,7117,72.1,0.456,6.1,1.3,0.134
V-002037,P-002037,Dacia,Logan,2006,11769,60.5,0.103,5.2,3.2,0.155
V-002039,P-002039,Dacia,Duster,2014,2000,59.1,0.125,1.4,1.1,0.286
V-002041,P-002041,Dacia,Logan,2018,7896,67.5,0.118,14.4,3.5,0.192
V-002042,P-002042,Toyota,Corolla,2010,14542,68.4,0.22,3.7,0.7,0.505
V-002043,P-002043,Volkswagen,Golf,2009,9172,77.4,0.132,4.1,2.4,0.433
V-002044,P-002044,Skoda,Superb,2020,12558,74.5,0.171,15.1,1.5,0.55
V-002045,P-002045,Renault,Megane,2007,14533,62.3,0.223,5.0,5.7,0.168
V-002047,P-002047,Skoda,Fabia,2016,14430,61.6,0.719,1.1,0.3,0.535
V-002052,P-002052,Dacia,Sandero,2005,12177,57.1,0.074,11.4,1.6,0.587
V-002054,P-002054,Skoda,Octavia,2016,22740,73.6,0.448,4.4,0.2,0.516
V-002055,P-002055,Toyota,Yaris,2018,4989,75.0,0.463,6.0,1.3,0.251
V-002056,P-002056,Volkswagen,Passat,2009,3185,74.4,0.259,5.3,4.6,0.07
V-002057,P-002057,Dacia,Sandero,2012,17078,68.2,0.292,8.5,1.6,0.31
V-002058,P-002058,Volkswagen,Golf,2016,13070,58.7,0.234,8.5,0.6,0.035
V-002061,P-002061,Toyota,Yaris,2007,14939,62.2,0.234,3.9,0.7,0.107
V-002062,P-002062,Volkswagen,Passat,2020,5213,76.0,0.274,10.2,0.8,0.669
V-002063,P-002063,Skoda,Octavia,2020,7204,61.7,0.186,1.7,0.8,0.097
V-002064,P-002064,Renault,Megane,2021,2000,71.6,0.464,6.2,1.1,0.255
V-002065,P-002065,Toyota,RAV4,2008,12029,86.3,0.511,3.4,1.8,0.205
V-002066,P-002066,Skoda,Octavia,2009,9015,35.1,0.135,4.1,0.7,0.195
V-002068,P-002068,Toyota,RAV4,2017,6924,62.3,0.177,0.7,4.5,0.157
V-002070,P-002070,Toyota,Corolla,2008,12451,37.4,0.313,5.0,3.0,0.457
V-002074,P-002074,Toyota,Corolla,2005,6487,70.0,0.262,4.0,1.3,0.427
V-002075,P-002075,Volkswagen,Polo,2014,16115,90.1,0.404,2.1,3.6,0.485
V-002076,P-002076,Skoda,Superb,2019,13659,87.1,0.165,7.1,2.5,0.239
V-002078,P-002078,Volkswagen,Golf,2012,16452,78.6,0.355,5.0,1.4,0.537
V-002080,P-002080,Dacia,Logan,2013,20219,64.0,0.135,0.4,7.2,0.108
V-002081,P-002081,Renault,Megane,2015,24950,61.1,0.429,1.8,3.1,0.531
V-002084,P-002084,Volkswagen,Golf,2021,12750,53.9,0.385,3.1,2.8,0.07
V-002085,P-002085,Volkswagen,Polo,2012,22610,69.0,0.275,8.3,3.1,0.139
V-002089,P-002089,Toyota,Corolla,2010,10297,85.2,0.25,2.4,5.6,0.65
V-002090,P-002090,Skoda,Fabia,2019,8863,51.7,0.09,8.6,6.1,0.248
V-002092,P-002092,Dacia,Sandero,2012,10653,79.6,0.278,9.1,3.2,0.325
V-002094,P-002094,Dacia,Logan,2005,10398,86.0,0.155,1.0,2.5,0.293
V-002095,P-002095,Toyota,Yaris,2022,11284,69.0,0.446,1.7,1.5,0.484
V-002098,P-002098,Volkswagen,Passat,2005,12965,75.3,0.216,5.9,0.4,0.269
V-002099,P-002099,Toyota,Corolla,2016,4406,77.0,0.433,0.0,0.8,0.137
V-002106,P-002106,Volkswagen,Golf,2006,14776,53.4,0.38,4.6,2.6,0.187
V-002110,P-002110,Toyota,Corolla,2009,6677,60.4,0.234,3.3,1.0,0.061
V-002111,P-002111,Skoda,Octavia,2005,16883,95.6,0.233,7.8,0.1,0.578
V-002113,P-002113,Volkswagen,Polo,2006,22944,85.4,0.116,1.3,1.5,0.173
V-002115,P-002115,Volkswagen,Passat,2005,2000,65.7,0.625,2.1,2.1,0.267
V-002116,P-002116,Toyota,Yaris,2012,20216,54.8,0.126,3.5,1.8,0.109
V-002121,P-002121,Renault,Megane,2018,5088,81.8,0.185,6.8,5.2,0.092
V-002123,P-002123,Skoda,Superb,2011,6984,55.1,0.553,11.1,2.5,0.481
V-002128,P-002128,Volkswagen,Golf,2017,8252,86.8,0.298,1.2,3.1,0.081
V-002129,P-002129,Dacia,Logan,2020,4917,78.8,0.168,5.3,0.2,0.463
V-002132,P-002132,Skoda,Octavia,2018,6392,71.1,0.379,2.2,1.4,0.367
V-002134,P-002134,Skoda,Fabia,2024,12394,71.7,0.273,1.2,8.9,0.348
V-002141,P-002141,Dacia,Sandero,2020,4242,78.3,0.347,7.1,1.8,0.454
V-002144,P-002144,Renault,Captur,2016,13676,62.0,0.192,8.3,5.8,0.587
V-002146,P-002146,Toyota,Yaris,2012,11498,66.2,0.319,1.4,2.4,0.352
V-002149,P-002149,Renault,Megane,2016,17247,71.7,0.514,0.9,4.7,0.182
V-002150,P-002150,Volkswagen,Passat,2024,22353,86.5,0.525,8.8,3.3,0.139
V-002151,P-002151,Skoda,Fabia,2021,9054,52.1,0.512,0.7,2.3,0.445
V-002154,P-002154,Volkswagen,Polo,2006,10505,74.2,0.257,0.6,0.6,0.045
V-002158,P-002158,Volkswagen,Polo,2021,15340,76.2,0.061,3.6,2.1,0.359
V-002160,P-002160,Renault,Captur,2021,12206,66.6,0.109,3.7,0.3,0.364
V-002161,P-002161,Skoda,Octavia,2013,16619,85.0,0.265,8.3,1.9,0.084
V-002163,P-002163,Toyota,Corolla,2015,18646,87.6,0.43,12.9,9.1,0.491
V-002164,P-002164,Volkswagen,Polo,2019,17601,84.0,0.267,2.1,0.5,0.115
V-002165,P-002165,Volkswagen,Passat,2011,2000,67.6,0.119,1.6,0.1,0.06
V-002166,P-002166,Dacia,Sandero,2015,9335,68.6,0.234,4.8,2.0,0.198
V-002167,P-002167,Toyota,Corolla,2012,14398,83.5,0.624,0.5,0.7,0.126
V-002170,P-002170,Toyota,RAV4,2019,22234,77.9,0.313,2.7,1.7,0.242
V-002176,P-002176,Dacia,Logan,2021,8813,57.0,0.31,8.0,2.3,0.143
V-002178,P-002178,Renault,Clio,2020,12575,48.2,0.496,3.6,4.0,0.256
V-002179,P-002179,Dacia,Logan,2008,14480,67.1,0.303,4.0,2.1,0.358
V-002188,P-002188,Skoda,Fabia,2016,20220,62.8,0.231,4.6,4.6,0.257
V-002189,P-002189,Skoda,Fabia,2019,6097,82.7,0.346,6.0,0.3,0.374
V-002190,P-002190,Dacia,Sandero,2022,8161,65.8,0.401,7.5,0.7,0.257
V-002193,P-002193,Renault,Clio,2024,19534,53.6,0.517,6.9,3.1,0.319
V-002194,P-002194,Renault,Megane,2012,19293,72.5,0.204,0.5,2.8,0.153
V-002195,P-002195,Skoda,Superb,2008,4813,69.2,0.118,1.1,1.5,0.089
V-002196,P-002196,Volkswagen,Golf,2019,8418,67.6,0.276,4.4,0.1,0.241
V-002203,P-002203,Toyota,Corolla,2008,13806,79.6,0.322,2.3,2.7,0.367
V-002204,P-002204,Dacia,Logan,2018,13652,91.7,0.397,3.3,0.7,0.118
V-002205,P-002205,Toyota,Corolla,2017,17620,72.0,0.305,4.8,1.2,0.041
V-002209,P-002209,Volkswagen,Polo,2005,14094,62.1,0.195,3.4,2.1,0.306
V-002212,P-002212,Volkswagen,Golf,2006,14611,86.3,0.458,7.3,0.3,0.118
V-002214,P-002214,Volkswagen,Golf,2008,4194,79.8,0.431,4.0,1.2,0.49
V-002215,P-002215,Toyota,Yaris,2016,15352,40.9,0.166,2.5,3.1,0.236
V-002216,P-002216,Volkswagen,Golf,2017,8505,64.0,0.499,5.1,0.5,0.246
V-002220,P-002220,Skoda,Fabia,2007,8784,77.5,0.42,1.7,3.4,0.367
V-002221,P-002221,Dacia,Logan,2008,2000,61.3,0.19,9.4,3.4,0.335
V-002223,P-002223,Dacia,Logan,2018,21274,66.2,0.389,10.9,1.5,0.254
V-002224,P-002224,Skoda,Superb,2019,16408,85.3,0.354,4.6,3.6,0.231
V-002225,P-002225,Renault,Clio,2009,2000,64.5,0.394,0.5,5.5,0.283
V-002231,P-002231,Skoda,Fabia,2018,4807,52.5,0.555,5.8,5.4,0.128
V-002232,P-002232,Dacia,Duster,2022,13044,69.4,0.455,4.3,2.9,0.176
V-002233,P-002233,Toyota,Yaris,2015,9783,75.6,0.138,0.1,1.0,0.244
V-002234,P-002234,Renault,Megane,2024,5075,65.1,0.224,4.5,6.1,0.11
V-002235,P-002235,Toyota,Yaris,2007,20135,88.8,0.556,6.9,0.0,0.229
V-002236,P-002236,Dacia,Sandero,2016,18096,53.4,0.253,11.1,6.0,0.149
V-002239,P-002239,Renault,Megane,2011,8139,75.5,0.19,7.1,5.4,0.215
V-002244,P-002244,Renault,Megane,2007,16185,77.8,0.174,3.7,18.7,0.418
V-002245,P-002245,Dacia,Logan,2013,7816,56.3,0.34,4.1,2.0,0.183
V-002247,P-002247,Dacia,Duster,2013,12246,74.1,0.057,4.4,1.9,0.083
V-002252,P-002252,Volkswagen,Golf,2008,17512,52.7,0.473,2.9,3.2,0.242
V-002255,P-002255,Dacia,Sandero,2007,18770,55.0,0.074,9.4,4.0,0.387
V-002256,P-002256,Skoda,Octavia,2012,15714,52.1,0.516,2.5,0.2,0.046
V-002259,P-002259,Skoda,Fabia,2019,14996,71.3,0.198,10.1,2.5,0.224
V-002261,P-002261,Renault,Clio,2021,2602,64.5,0.114,5.3,1.7,0.205
V-002263,P-002263,Dacia,Logan,2024,14712,71.3,0.692,9.2,1.9,0.553
V-002264,P-002264,Toyota,Yaris,2014,9195,86.7,0.455,1.0,2.2,0.289
V-002266,P-002266,Toyota,RAV4,2022,2000,77.4,0.361,4.5,4.5,0.027
V-002270,P-002270,Toyota,Yaris,2017,9057,69.2,0.335,11.6,1.4,0.441
V-002271,P-002271,Volkswagen,Golf,2020,3369,66.3,0.263,5.0,1.3,0.163
V-002275,P-002275,Volkswagen,Polo,2012,20049,61.5,0.334,3.1,2.9,0.388
V-002276,P-002276,Toyota,Yaris,2013,8112,63.2,0.425,7.6,1.9,0.272
V-002277,P-002277,Toyota,RAV4,2023,11913,81.7,0.142,1.3,2.0,0.133
V-002278,P-002278,Skoda,Fabia,2007,2000,74.8,0.405,1.4,1.9,0.243
V-002279,P-002279,Dacia,Sandero,2008,8272,66.8,0.146,2.9,12.6,0.022
V-002281,P-002281,Skoda,Fabia,2013,4241,75.1,0.31,2.3,2.7,0.218
V-002282,P-002282,Toyota,Yaris,2021,15042,65.3,0.169,1.8,1.1,0.097
V-002283,P-002283,Renault,Captur,2024,8366,59.0,0.245,2.4,1.8,0.02
V-002285,P-002285,Dacia,Sandero,2011,2000,60.0,0.245,6.9,1.4,0.127
V-002287,P-002287,Renault,Megane,2020,11044,72.3,0.328,3.2,0.7,0.121
V-002288,P-002288,Volkswagen,Golf,2012,22101,71.8,0.285,2.2,1.4,0.299
V-002291,P-002291,Toyota,Yaris,2018,7262,64.3,0.198,4.2,1.1,0.275
V-002292,P-002292,Volkswagen,Polo,2005,13271,79.5,0.052,6.8,4.9,0.168
V-002293,P-002293,Renault,Clio,2005,13091,83.6,0.321,8.1,1.2,0.039
V-002295,P-002295,Toyota,Yaris,2006,12809,92.1,0.32,6.7,0.5,0.49
V-002296,P-002296,Dacia,Logan,2024,6091,60.5,0.322,3.1,0.5,0.231
V-002299,P-002299,Dacia,Logan,2024,10804,64.5,0.307,2.4,1.8,0.085
V-002300,P-002300,Renault,Megane,2009,2000,75.6,0.326,1.9,1.4,0.312
V-002303,P-002303,Volkswagen,Golf,2020,5688,79.8,0.55,7.9,1.0,0.346
V-002305,P-002305,Dacia,Duster,2021,6618,68.8,0.265,1.8,2.1,0.46
V-002306,P-002306,Volkswagen,Polo,2015,7127,89.5,0.166,3.2,0.5,0.496
V-002307,P-002307,Skoda,Superb,2022,3248,64.7,0.177,6.3,2.2,0.444
V-002311,P-002311,Volkswagen,Golf,2007,15714,57.6,0.365,7.4,9.6,0.34
V-002314,P-002314,Volkswagen,Golf,2014,25143,78.8,0.033,2.9,6.4,0.178
V-002316,P-002316,Toyota,RAV4,2015,17128,74.7,0.153,3.3,0.0,0.083
V-002317,P-002317,Skoda,Octavia,2022,3171,78.3,0.335,0.9,3.0,0.482
V-002320,P-002320,Renault,Captur,2018,11125,72.6,0.432,8.5,0.3,0.075
V-002324,P-002324,Dacia,Sandero,2018,7460,65.5,0.363,1.7,0.0,0.443
V-002326,P-002326,Volkswagen,Passat,2009,10294,56.3,0.476,6.7,3.5,0.227
V-002327,P-002327,Toyota,RAV4,2006,10185,79.5,0.43,1.3,2.9,0.515
V-002328,P-002328,Skoda,Fabia,2022,13555,56.7,0.163,8.4,3.7,0.285
V-002331,P-002331,Renault,Captur,2009,18045,62.8,0.225,1.2,1.8,0.041
V-002332,P-002332,Dacia,Logan,2021,14321,76.7,0.54,5.2,0.2,0.321
V-002334,P-002334,Dacia,Sandero,2024,22519,75.9,0.293,0.1,4.7,0.388
V-002335,P-002335,Renault,Clio,2022,6880,81.5,0.221,4.9,0.2,0.24
V-002338,P-002338,Skoda,Fabia,2019,2000,77.9,0.379,1.4,5.9,0.402
V-002340,P-002340,Volkswagen,Golf,2022,23064,68.8,0.532,4.2,3.6,0.13
V-002341,P-002341,Skoda,Superb,2005,2000,75.6,0.047,6.2,0.7,0.498
V-002343,P-002343,Volkswagen,Golf,2014,12456,48.2,0.209,23.1,5.5,0.169
V-002344,P-002344,Dacia,Sandero,2015,7674,80.9,0.263,0.9,4.3,0.144
V-002349,P-002349,Dacia,Sandero,2021,5285,61.4,0.288,6.0,1.2,0.365
V-002351,P-002351,Toyota,Yaris,2020,8133,54.5,0.089,3.8,2.7,0.271
V-002352,P-002352,Volkswagen,Golf,2015,19249,89.5,0.223,2.0,3.0,0.271
V-002353,P-002353,Toyota,Yaris,2019,8682,68.3,0.205,1.1,0.8,0.609
V-002354,P-002354,Toyota,Yaris,2015,5802,65.5,0.189,2.5,0.9,0.451
V-002356,P-002356,Dacia,Sandero,2020,14779,79.4,0.197,2.6,5.9,0.201
V-002357,P-002357,Toyota,RAV4,2013,14339,62.0,0.26,5.9,3.7,0.153
V-002358,P-002358,Toyota,Corolla,2014,8871,62.3,0.221,6.0,0.6,0.217
V-002361,P-002361,Toyota,Corolla,2010,14949,52.1,0.219,5.4,0.9,0.387
V-002362,P-002362,Skoda,Superb,2007,17637,64.0,0.152,12.5,2.4,0.521
V-002363,P-002363,Volkswagen,Polo,2023,14329,89.2,0.31,2.0,1.1,0.468
V-002368,P-002368,Renault,Captur,2019,13553,73.3,0.495,6.3,2.2,0.272
V-002369,P-002369,Skoda,Octavia,2021,10623,51.7,0.606,10.8,2.6,0.182
V-002370,P-002370,Toyota,RAV4,2011,11269,67.5,0.193,3.2,1.5,0.214
V-002371,P-002371,Dacia,Logan,2013,13711,61.6,0.355,4.2,0.9,0.143
V-002373,P-002373,Dacia,Sandero,2005,14659,60.7,0.252,10.2,10.1,0.277
V-002378,P-002378,Toyota,RAV4,2007,4458,53.9,0.677,2.7,6.2,0.033
V-002381,P-002381,Volkswagen,Golf,2009,9987,77.9,0.631,2.6,2.3,0.115
V-002382,P-002382,Dacia,Duster,2019,16240,51.9,0.362,2.1,8.5,0.269
V-002385,P-002385,Skoda,Superb,2017,16936,73.5,0.171,5.6,1.3,0.248
V-002386,P-002386,Skoda,Superb,2009,2000,60.4,0.319,8.7,1.5,0.331
V-002388,P-002388,Skoda,Octavia,2023,13153,69.1,0.276,0.6,3.6,0.284
V-002392,P-002392,Dacia,Logan,2010,7819,78.8,0.244,5.1,2.2,0.68
V-002393,P-002393,Skoda,Octavia,2011,6196,65.4,0.086,5.7,0.8,0.443
V-002396,P-002396,Toyota,Yaris,2021,11421,71.0,0.164,3.0,0.9,0.541
V-002397,P-002397,Dacia,Logan,2005,3608,67.2,0.448,6.4,4.1,0.632
V-002398,P-002398,Renault,Clio,2009,15643,69.2,0.154,4.4,0.1,0.136
V-002400,P-002400,Skoda,Fabia,2006,4359,47.6,0.156,4.3,2.3,0.099
V-002401,P-002401,Toyota,Yaris,2012,8601,84.0,0.309,2.8,4.3,0.104
V-002402,P-002402,Volkswagen,Polo,2015,7829,57.5,0.2,4.3,2.0,0.169
V-002404,P-002404,Volkswagen,Passat,2006,18232,94.4,0.076,5.2,0.9,0.108
V-002405,P-002405,Dacia,Duster,2006,8493,77.3,0.109,4.5,3.6,0.15
V-002407,P-002407,Toyota,Corolla,2018,12428,71.3,0.212,1.1,0.8,0.501
V-002408,P-002408,Toyota,RAV4,2013,13834,73.0,0.039,6.4,3.3,0.282
V-002410,P-002410,Volkswagen,Passat,2006,2000,62.4,0.198,8.5,1.2,0.177
V-002417,P-002417,Skoda,Fabia,2014,13443,84.0,0.252,4.1,0.1,0.12
V-002419,P-002419,Dacia,Logan,2009,19452,76.6,0.316,5.7,0.3,0.044
V-002420,P-002420,Volkswagen,Golf,2019,24095,65.6,0.234,4.8,2.0,0.144
V-002421,P-002421,Volkswagen,Passat,2014,16657,48.7,0.194,3.9,4.1,0.508
V-002423,P-002423,Toyota,RAV4,2008,5950,63.2,0.149,4.0,8.4,0.497
V-002424,P-002424,Dacia,Logan,2022,17870,91.0,0.186,1.1,0.8,0.177
V-002425,P-002425,Skoda,Superb,2010,6548,94.2,0.223,6.5,0.9,0.15
V-002428,P-002428,Renault,Captur,2008,6116,84.5,0.251,6.2,0.1,0.104
V-002430,P-002430,Skoda,Fabia,2020,12400,83.3,0.21,1.0,2.0,0.569
V-002431,P-002431,Volkswagen,Polo,2015,11432,64.3,0.495,1.9,3.7,0.306
V-002432,P-002432,Volkswagen,Passat,2021,18741,69.7,0.206,7.9,0.7,0.2
V-002435,P-002435,Volkswagen,Passat,2008,4287,81.9,0.044,7.1,3.9,0.222
V-002441,P-002441,Skoda,Octavia,2024,5455,80.4,0.116,0.7,1.7,0.191
V-002442,P-002442,Toyota,RAV4,2007,17322,79.8,0.271,6.2,2.2,0.261
V-002444,P-002444,Renault,Captur,2008,21137,80.1,0.216,11.3,0.1,0.289
V-002447,P-002447,Dacia,Sandero,2007,19171,92.0,0.056,4.4,0.4,0.016
V-002451,P-002451,Volkswagen,Polo,2015,14129,66.9,0.346,3.8,0.9,0.448
V-002455,P-002455,Renault,Captur,2007,17824,81.5,0.678,13.6,3.0,0.18
V-002461,P-002461,Renault,Megane,2009,7061,82.5,0.227,7.5,1.7,0.101
V-002462,P-002462,Dacia,Sandero,2020,3847,75.9,0.373,1.1,0.1,0.143
V-002463,P-002463,Dacia,Logan,2017,11601,72.2,0.101,1.1,2.6,0.214
V-002464,P-002464,Dacia,Sandero,2005,12632,69.9,0.331,9.8,2.1,0.227
V-002466,P-002466,Skoda,Superb,2015,14409,60.6,0.483,0.8,0.1,0.101
V-002469,P-002469,Dacia,Logan,2011,12313,64.3,0.613,0.6,1.9,0.257
V-002471,P-002471,Renault,Clio,2015,2000,86.5,0.229,2.4,1.8,0.427
V-002474,P-002474,Dacia,Duster,2011,12108,68.8,0.241,2.4,2.4,0.138
V-002475,P-002475,Skoda,Octavia,2017,11407,65.6,0.084,7.2,3.9,0.161
V-002476,P-002476,Renault,Clio,2023,4754,75.9,0.353,0.7,3.1,0.253
V-002477,P-002477,Dacia,Duster,2023,6399,83.2,0.802,4.2,1.5,0.184
V-002479,P-002479,Renault,Captur,2006,23116,90.1,0.298,1.2,1.8,0.15
V-002481,P-002481,Dacia,Logan,2020,17701,77.6,0.548,0.8,3.6,0.134
V-002484,P-002484,Skoda,Superb,2011,10555,97.1,0.534,2.1,1.4,0.366
V-002486,P-002486,Toyota,Yaris,2011,21672,73.0,0.296,3.8,2.0,0.104
V-002487,P-002487,Skoda,Octavia,2014,6786,78.1,0.118,1.9,4.6,0.17
V-002490,P-002490,Dacia,Duster,2015,21331,53.6,0.088,10.2,2.5,0.085
V-002491,P-002491,Toyota,Yaris,2013,15794,67.1,0.159,5.5,1.1,0.285
V-002493,P-002493,Toyota,RAV4,2015,16630,67.4,0.307,2.6,0.9,0.573
V-002495,P-002495,Skoda,Superb,2015,16853,65.6,0.16,2.1,4.0,0.204
V-002496,P-002496,Volkswagen,Golf,2010,10570,83.0,0.74,8.3,1.1,0.35
V-002497,P-002497,Dacia,Sandero,2008,6998,93.9,0.143,19.4,0.4,0.198
V-002498,P-002498,Volkswagen,Polo,2009,3017,70.2,0.17,2.4,0.7,0.552
V-002503,P-002503,Volkswagen,Passat,2013,12770,51.8,0.092,5.2,12.7,0.39
V-002504,P-002504,Skoda,Superb,2008,14681,71.1,0.286,1.7,0.9,0.206
V-002506,P-002506,Dacia,Duster,2024,12047,72.5,0.084,1.5,7.5,0.504
V-002508,P-002508,Dacia,Sandero,2009,14802,73.5,0.51,4.3,0.9,0.103
V-002509,P-002509,Volkswagen,Passat,2022,18097,51.2,0.193,1.7,1.7,0.073
V-002511,P-002511,Skoda,Superb,2012,20638,86.3,0.085,2.7,1.6,0.079
V-002512,P-002512,Renault,Captur,2013,10350,68.8,0.191,11.4,1.1,0.084
V-002513,P-002513,Volkswagen,Passat,2018,2038,67.1,0.22,4.1,2.5,0.319
V-002514,P-002514,Toyota,Yaris,2014,5450,44.4,0.232,2.3,0.2,0.272
V-002522,P-002522,Dacia,Sandero,2022,11467,81.6,0.216,2.6,0.2,0.259
V-002524,P-002524,Dacia,Sandero,2005,18326,60.6,0.163,5.0,1.3,0.412
V-002533,P-002533,Skoda,Superb,2014,8255,61.9,0.276,0.5,0.2,0.221
V-002537,P-002537,Renault,Megane,2024,3750,55.9,0.218,4.1,12.6,0.095
V-002538,P-002538,Volkswagen,Passat,2024,5357,69.6,0.15,3.2,1.3,0.36
V-002539,P-002539,Renault,Megane,2021,17846,76.6,0.004,1.3,8.9,0.141
